"lang"
{ 
	"Language" "vietnamese" 
	"Tokens" 
	{

		"DOTA_ItemOnSale"		"ƯU ĐÃI!"
		"dota_chatwheel_header_international2019_casters_epic_desc" "Dành riêng cho chủ sở hữu Battle Pass The International 2019."
		"dota_chatwheel_header_frostivus_2019_sounds"		"Frostivus"
		"dota_chatwheel_header_frostivus_2019_sounds_desc"	"Nhận bằng cách thăng cấp trong sự kiện Frostivus.<br><br>Các thông điệp này chỉ có trong mùa và sẽ hết hạn vào ngày 16 tháng 1."
		"dota_chatwheel_header_frostivus_2019_sounds_link"	"Xem sự kiện"
		"dota_chatwheel_header_newbloom_2020_sounds"		"Tân Xuân"
		"dota_chatwheel_header_newbloom_2020_sounds_desc"	"Nhận bằng cách thăng cấp trong sự kiện Tân Xuân.<br><br>Các thông điệp này chỉ có trong mùa và sẽ hết hạn vào ngày 17 tháng 2."
		"dota_chatwheel_header_newbloom_2020_sounds_link"	"Xem sự kiện"
		
		"dota_chatwheel_header_international2020_sounds"		"The International 10 - Âm thanh"
		"dota_chatwheel_header_international2020_sounds_desc"	"Dành riêng cho chủ sở hữu Battle Pass The International 10."
		"dota_chatwheel_header_international2020_casters"		"The International 10 - Bình luận viên"
		"dota_chatwheel_header_international2020_casters_desc"	"Dành riêng cho chủ sở hữu Battle Pass The International 10."
		"dota_chatwheel_header_international2020_legacy_2019"		"The International 10 - Phát lại"
		"dota_chatwheel_header_international2020_legacy_2019_desc"	"Tận hưởng những âm thanh ưa thích từ Battle Pass The International 2019! Dành riêng cho chủ sở hữu Battle Pass The International 10."
		"dota_chatwheel_header_international2020_legacy_epic_2019"		"The International 10 - Gói bình luận viên khủng"
		"dota_chatwheel_header_international2020_legacy_epic_2019_desc"	"Tận hưởng những câu thoại lịch sử của các bình luận viên ưa thích từ Battle Pass The International 2019! Dành riêng cho chủ sở hữu Battle Pass The International 10."
		"dota_chatwheel_header_international2020_sprays"		"The International 10 - Sơn xịt"
		"dota_chatwheel_header_international2020_sprays_desc"	"Để lại dấu ấn của bạn trên địa hình! Dành riêng cho chủ sở hữu Battle Pass The International 10."


		"dota_chatwheel_message_Ok"					"OK."
		"dota_chatwheel_message_Care"				"Cẩn thận!"
		"dota_chatwheel_message_GetBack"			"Lùi lại!"
		"dota_chatwheel_message_NeedWards"			"Chúng ta cần cắm mắt."
		"dota_chatwheel_message_Stun"				"Làm choáng nó!"
		"dota_chatwheel_message_Help"				"Giúp tôi!"
		"dota_chatwheel_message_Push"				"Đẩy nhà ngay"
		"dota_chatwheel_message_GoodJob"			"Làm tốt lắm!"
		"dota_chatwheel_message_Missing"			"Mất dấu!"
		"dota_chatwheel_message_Missing_Top"		"Mất dấu đường trên!"
		"dota_chatwheel_message_Missing_Mid"		"Mất dấu đường giữa!"
		"dota_chatwheel_message_Missing_Bottom"		"Mất dấu đường dưới!"
		"dota_chatwheel_message_Go"					"Tiến lên!"
		"dota_chatwheel_message_Initiate"			"Mở đầu đi!"
		"dota_chatwheel_message_Follow"				"Theo tôi"
		"dota_chatwheel_message_Group_Up"			"Tập trung lại"
		"dota_chatwheel_message_Spread_Out"			"Tản ra"
		"dota_chatwheel_message_Split_Farm"			"Chia ra và cày"
		"dota_chatwheel_message_Attack"				"Tấn công ngay!"
		"dota_chatwheel_message_BRB"				"Tôi sẽ quay lại ngay"
		"dota_chatwheel_message_Dive"				"Lao vào!"
		"dota_chatwheel_message_OMW"				"Đang tới đây"
		"dota_chatwheel_message_Get_Ready"			"Sẵn sàng nào"
		"dota_chatwheel_message_Bait"				"Nhử nó đi!"
		"dota_chatwheel_message_Heal"				"Hồi máu"
		"dota_chatwheel_message_Mana"				"Mana"
		"dota_chatwheel_message_OOM"				"Hết mana"
		"dota_chatwheel_message_Skill_Cooldown"		"Kỹ năng đang chờ hồi"
		"dota_chatwheel_message_Ulti_Ready"			"Tuyệt kỹ sẵn sàng"
		"dota_chatwheel_message_Enemy_Returned"		"Kẻ địch đã quay trở lại"
		"dota_chatwheel_message_All_Missing"		"Tất cả kẻ địch đều bị mất dấu!"
		"dota_chatwheel_message_Enemy_Incoming"		"Địch đang đến!"
		"dota_chatwheel_message_Invis_Enemy"		"Kẻ địch tàng hình ở gần đây!"
		"dota_chatwheel_message_Enemy_Had_Rune"		"Địch đang có rune"
		"dota_chatwheel_message_Split_Push"			"Chia ra đẩy nhà nào"
		"dota_chatwheel_message_Coming_To_Gank"		"Đang đến để gank"
		"dota_chatwheel_message_Request_Gank"		"Cần gank"
		"dota_chatwheel_message_Fight_Under_Tower"	"Đánh trong trụ"
		"dota_chatwheel_message_Deny_Tower"			"Hủy trụ ngay!"
		"dota_chatwheel_message_Buy_Courier"		"Xin hãy mua thú vận chuyển"
		"dota_chatwheel_message_Upgrade_Courier"	"Có ai có thể nâng cấp thú vận chuyển không?"
		"dota_chatwheel_message_Need_Detection"		"Chúng ta cần đồ chống tàng hình"
		"dota_chatwheel_message_They_Have_Detection" "Phe địch có đồ chống tàng hình"
		"dota_chatwheel_message_Buy_TP" 			"Mua một Town Portal Scroll"
		"dota_chatwheel_message_Reuse_Courier"		"Dùng lại thú vận chuyển"
		"dota_chatwheel_message_Deward"				"Phá mắt hộ đi"
		"dota_chatwheel_message_Building_Mek"		"Đang lên Mekansm"
		"dota_chatwheel_message_Building_Pipe"		"Đang lên Pipe of Insight"
		"dota_chatwheel_message_Stack_And_Pull"		"Dồn và kéo quái rừng giúp đi"
		"dota_chatwheel_message_Pull"				"Kéo quái rừng giùm"
		"dota_chatwheel_message_Pulling"			"Đang kéo quái rừng"
		"dota_chatwheel_message_Stack"				"Dồn quái rừng đi"
		"dota_chatwheel_message_Jungling"			"Đi rừng"
		"dota_chatwheel_message_Roshan"				"Roshan"
		"dota_chatwheel_message_Affirmative"		"Đồng ý"
		"dota_chatwheel_message_Wait"				"Đợi chút"
		"dota_chatwheel_message_Pause"				"Tạm dừng trận hộ với!"
		"dota_chatwheel_message_Current_Time"		"Giờ hiện tại trong trận"
		"dota_chatwheel_message_Check_Runes"		"Kiểm tra rune hộ với"
		"dota_chatwheel_message_Smoke_Gank"			"Dùng smoke đi gank nào!"
		"dota_chatwheel_message_GLHF"				"Chúc may mắn và vui vẻ"
		"dota_chatwheel_message_Nice"				"Hay lắm"
		"dota_chatwheel_message_Thanks"				"Cảm ơn!"
		"dota_chatwheel_message_Sorry"				"Xin lỗi"
		"dota_chatwheel_message_No_Give_Up"			"Đừng bỏ cuộc!"
		"dota_chatwheel_message_Just_Happened"		"Thật là vi diệu"
		"dota_chatwheel_message_Game_Is_Hard"		"Trận này khó"
		"dota_chatwheel_message_New_Meta"			"Chiến thuật mới"
		"dota_chatwheel_message_My_Bad"				"Lỗi của tôi"
		"dota_chatwheel_message_Regret"				"Một bước lỡ, nghìn thu ôm hận"
		"dota_chatwheel_message_Relax"				"Thư giãn đi, bạn làm tốt mà"
		"dota_chatwheel_message_MissingHero"		"Mất dấu %s1!"
		"dota_chatwheel_message_ReturnedHero"		"%s1 đã trở lại!"
		"dota_chatwheel_message_MissingHero:g"		"Mất dấu %s1!"
		"dota_chatwheel_message_ReturnedHero:g"		"%s1 đã trở lại!"
		"dota_chatwheel_message_GG"					"Trận đấu hay"
		"dota_chatwheel_message_GGWP"				"Hay lắm, trận đấu thật tuyệt"
		"dota_chatwheel_message_All_GG"				"Trận đấu hay"
		"dota_chatwheel_message_All_GGWP"			"Hay lắm, trận đấu thật tuyệt"
		"dota_chatwheel_message_What_To_Buy"		"Tôi nên mua gì?"
		"dota_chatwheel_message_Im_Retreating"		"Tôi đang rút lui"
		"dota_chatwheel_message_Space_Created"		"Đã tạo khoảng trống"
		"dota_chatwheel_message_Whoops"				"Úi"
		"dota_chatwheel_message_Tower_then_Back"	"Phá hủy trụ, sau đó rút lui"
		"dota_chatwheel_message_Barracks_then_Back"	"Phá hủy nhà lính, sau đó rút lui"
		"dota_chatwheel_message_Ward_Bottom_Rune"	"Cắm mắt rune dưới"
		"dota_chatwheel_message_Ward_Top_Rune"		"Cắm mắt rune trên"
		"dota_chatwheel_message_Zeus_Ult"			"Zeus, dùng tuyệt kỹ ngay!"
		"dota_chatwheel_message_Rimshot"			"Ba-dum tishh"
		"dota_chatwheel_message_Charge"				"Xung phong"
		"dota_chatwheel_message_Frog"				"Ộp oạp"
		"dota_chatwheel_message_Crash_and_Burn"		"Máy bay rơi"
		"dota_chatwheel_message_Applause"			"Vỗ tay"
		"dota_chatwheel_message_Sad_Trombone"		"Kèn đưa đám"
		"dota_chatwheel_message_Crickets"			"Tiếng dế"
		"dota_chatwheel_message_Drum_Roll"			"Nổi trống"
		"dota_chatwheel_message_Headshake"			"Lắc đầu"
		"dota_chatwheel_message_Crybaby"			"Oe oe"

		"dota_chatwheel_message_TimeAndBothRunes_Before"	"%s1 %s2 (Rune phần thưởng và rune tăng lực sẽ xuất hiện trong %s3 giây)"
		"dota_chatwheel_message_TimeAndBountyRunes_Before"	"%s1 %s2 (Rune phần thưởng sẽ xuất hiện trong %s3 giây)"
		"dota_chatwheel_message_TimeAndPowerRunes_Before"	"%s1 %s2 (Rune tăng lực sẽ xuất hiện trong %s3 giây)"

		"dota_chatwheel_message_TimeAndBothRunes_After"		"%s1 %s2 (Rune phần thưởng và rune tăng lực đã xuất hiện từ %s3 giây trước)"
		"dota_chatwheel_message_TimeAndBountyRunes_After"	"%s1 %s2 (Rune phần thưởng đã xuất hiện từ %s3 giây trước)"
		"dota_chatwheel_message_TimeAndPowerRunes_After"	"%s1 %s2 (Rune tăng lực đã xuất hiện từ %s3 giây trước)"

		"dota_chatwheel_message_Day_Night_Cycle_Day"	"Hiện tại là ban ngày (còn %s1)"
		"dota_chatwheel_message_Day_Night_Cycle_Night"	"Hiện tại là ban đêm (còn %s1)"
		"dota_chatwheel_message_Bockbock"			"Cục tác"
		"dota_chatwheel_message_Kiss"				"Chụt"
		"dota_chatwheel_message_Ow"					"Áoooooo"
		"dota_chatwheel_message_Party_Horn"			"Thổi kèn"
		"dota_chatwheel_message_Snore"				"Ngáy"
		"dota_chatwheel_message_Yahoo"				"Dá hù"
		"dota_chatwheel_message_Greevil_Laughter"		"Greevil cười"
		"dota_chatwheel_message_Sparkling_Celebration"	"Hân hoan ăn mừng"
		"dota_chatwheel_message_Frostivus_Magic"		"Frostivus nhiệm màu"
		"dota_chatwheel_message_Sleighbells"			"Chuông chùm"
		"dota_chatwheel_message_Oink_Oink"				"Ủn ỉn!"
		"dota_chatwheel_message_Ceremonial_Drums"		"Trống lễ"
		"dota_chatwheel_message_Celebratory_Gong"		"Chiêng chào mừng"
		"dota_chatwheel_message_Kooka_Laugh"			"Cười Kookaburra"
		"dota_chatwheel_message_Monkey_Business"		"Trò khỉ"
		"dota_chatwheel_message_Orangutan_Kiss"			"Đười ươi hôn chùn chụt"
		"dota_chatwheel_message_Mosquito_Buzz"			"Tiếng muỗi vo ve"
		"dota_chatwheel_message_Crowd_Groan"			"Đám đông thở dài"
		"dota_chatwheel_message_Head_Bonk"				"Cụng đầu"
		"dota_chatwheel_message_Mic_Drop"				"Thả mic"
		"dota_chatwheel_message_Record_Scratch"			"Cào đĩa nhạc"
		"dota_chatwheel_message_Ta_Daaaaaa"				"Ta Daaaaaa"
		"dota_chatwheel_message_Ceeb_end"				"%s1!"
		"dota_chatwheel_message_Negative"				"Không được"
		"dota_chatwheel_message_Not_Yet"				"Chưa đến lúc"
		"dota_chatwheel_message_HappyPenguin"			"Cánh cụt hạnh phúc"
		"dota_chatwheel_message_AnnoyedPenguin"			"Cánh cụt bất mãn"
		"dota_chatwheel_message_FastPenguin"			"Vroom!"
		"dota_chatwheel_message_newbloom_firecrackers"	"Đì đùng!"

		"dota_chatwheel_label_orchit"				"Giao hưởng hòa âm"
		"dota_chatwheel_message_orchit"				"Giao hưởng hòa âm"
		"dota_chatwheel_label_woopwoo"				"WoopWoo"
		"dota_chatwheel_message_woopwoo"			"WoopWoo"
		"dota_chatwheel_label_oops"					"Úi"
		"dota_chatwheel_message_oops"				"Úi"
		"dota_chatwheel_label_moo"					"Ụm bò"
		"dota_chatwheel_message_moo"				"Ụm bò"
		"dota_chatwheel_label_meow"					"Meo meo"
		"dota_chatwheel_message_meow"				"Meo meo"
		"dota_chatwheel_label_heehaw"				"Heehaw"
		"dota_chatwheel_message_heehaw"				"Heehaw"
		"dota_chatwheel_label_boing"				"Boong"
		"dota_chatwheel_message_boing"				"Boong"

		"dota_chatwheel_label_Banjo_Charge"			"Banjo xung phong"
		"dota_chatwheel_message_Banjo_Charge"		"Banjo xung phong"
		"dota_chatwheel_label_Choo_Choo"			"Tàu hỏa tu ti tu"
		"dota_chatwheel_message_Choo_Choo"			"Tàu hỏa tu ti tu"
		"dota_chatwheel_label_Gong"					"Cồng chiêng"
		"dota_chatwheel_message_Gong"				"Cồng chiêng"
		"dota_chatwheel_label_Slide"				"Luyến láy"
		"dota_chatwheel_message_Slide"				"Luyến láy"
		"dota_chatwheel_label_Uh_Oh"				"Ố ô"
		"dota_chatwheel_message_Uh_Oh"				"Ố ô"

		"dota_chatwheel_message_Black_Cat"			"Meo meo!!"
		"dota_chatwheel_message_Ghost"				"Boooooo!"
		"dota_chatwheel_message_Nightmare"			"*Tiếng động ác mộng*"
		"dota_chatwheel_message_Scream"				"Eeeeeeek!!"
		"dota_chatwheel_message_Laugh"				"Muahahahaha!"
		"dota_chatwheel_message_Stabby"				"*Tiếng vĩ cầm tru tréo*"

		"dota_chatwheel_label_jenkins_voice"		"Không như mong đợi"
		"dota_chatwheel_message_jenkins_voice"		"Jenkins - Thật... không như mong đợi chút nào!"

		"DOTA_Item_WillPurchaseAlert"					"Tôi sẽ mua %s1 <font color='%s2'>%s3</font>"
		"DOTA_Item_WillPurchaseAlert_GoldRemaining"		"Tôi sẽ mua %s1 <font color='%s2'>%s3</font> ( cần %s4 vàng nữa )"
		"DOTA_Item_WillPurchaseAlert_OutOfStock"		"Tôi sẽ mua %s1 <font color='%s2'>%s3</font> ( bán lại sau %s4 )"
		"DOTA_Item_WillPurchaseAlert_Suggestion"		"Tôi nghĩ ai đó nên mua %s1 <font color='%s2'>%s3</font>"
		"DOTA_Item_WillPurchaseAlert_Suggestion_Player"	"Tôi nghĩ %s4 nên mua %s1 <font color='%s2'>%s3</font>"
		"DOTA_Item_WillPurchaseAlert_Suggestion_DropInFountain"	"Tôi nghĩ %s4 nên để %s1 <font color='%s2'>%s3</font> vào kho đồ rừng."
		"DOTA_Item_WillPurchaseAlert_Suggestion_InFountain"		"<font color='%s2'>%s3</font> %s1 ở trong kho đồ rừng"

		"DOTA_BuyBackStateAlert_Ready"				"Chuộc mạng %s1Sẵn sàng"
		"DOTA_BuyBackStateAlert_Gold"				"Chuộc mạng %s1Thiếu vàng ( cần %s2 )"
		"DOTA_BuyBackStateAlert_Cooldown"			"Chuộc mạng %s1Đang hồi ( còn %s2 giây )"
		"DOTA_BuyBackStateAlert_ReapersScythe"		"Chuộc mạng %s1Bị cấm bởi Reaper's Scythe"
		
		"DOTA_Ability_Ping_Ally_Description"			"<font color='%s1'>%s2</font> đồng minh %s3 "

		"DOTA_Ability_Ping_Unlearned"			"%s1%s2 %s3Chưa học"
		"DOTA_Ability_Ping_Learn_Ready"			"%s1%s2 %s3Sẵn sàng học ( Cấp %s4 )"
		"DOTA_Ability_Ping_Will_Learn"			"Tôi cần <font color='#DAAF01'>%s4 XP</font> để học %s1%s2 ( Cấp %s5 )"
		"DOTA_Ability_Ping_Future_Learn"		"Tôi cần %s4 cấp nữa để học %s1%s2 ( Cấp %s5 )"
		"DOTA_Ability_Ping_Ready"				"%s1%s2 ( Cấp %s4 ) %s3Sẵn sàng "
		"DOTA_Ability_Ping_ReadyPassive"		"%s1%s2 ( Cấp %s4 ) %s3Nội tại "
		"DOTA_Ability_Ping_ReadyCharges"		"%s1%s2 ( Cấp %s4 ) %s3 %s5 lượt dùng"
		"DOTA_Ability_Ping_ReadyPassiveCharges"	"%s1%s2 ( Cấp %s4 ) %s3 %s5 lượt dùng"
		"DOTA_Ability_Ping_ReadyChargesWithReplenish"			"%s1%s2 ( Cấp %s4 ) %s3 %s5 lượt dùng (hồi trong %s6 giây)"
		"DOTA_Ability_Ping_ReadyPassiveChargesWithReplenish "	"%s1%s2 ( Cấp %s4 ) %s3 %s5 lượt dùng (hồi trong %s6 giây)"
		"DOTA_Ability_Ping_Mana"				"%s1%s2 ( Cấp %s5 ) %s3Không đủ mana ( Cần thêm %s4 )"
		"DOTA_Ability_Ping_Cooldown"			"%s1%s2 ( Cấp %s5 ) %s3Đang hồi ( Còn %s4 giây )"		
		"DOTA_Ability_Ping_Cooldown_No_Time"	"%s1%s2 ( Cấp %s4 ) %s3Đang hồi"	

		"DOTA_Talent_Ping_Ready"				"<font color='#DAAF01'>Tiềm năng cấp %s1:</font> %s2 %s3Sẵn sàng"
		"DOTA_Talent_Ping_Unlearned"			"<font color='#DAAF01'>Tiềm năng cấp %s1:</font> %s2 %s3Chưa học"
		"DOTA_Talent_Ping_Ally_Ready"			"<font color='%s4'>%s5</font> đồng minh <font color='#DAAF01'>Tiềm năng cấp %s1:</font> %s2 %s3Sẵn sàng"
		"DOTA_Talent_Ping_Ally_Unlearned"		"<font color='%s4'>%s5</font> đồng minh <font color='#DAAF01'>Tiềm năng cấp %s1:</font> %s2 %s3Chưa học"
		"DOTA_Talent_Ping_Enemy_Ready"			"Coi chừng, <font color='%s4'>%s5</font> phe địch <font color='#DAAF01'>Tiềm năng cấp %s1:</font> %s2 %s3Sẵn sàng"
		"DOTA_Talent_Ping_Enemy_Unlearned"		"Coi chừng, <font color='%s4'>%s5</font> phe địch <font color='#DAAF01'>Tiềm năng cấp %s1:</font> %s2 %s3Chưa học"	
		
		"DOTA_AghsStatus_NewAbility_1"			"Kỹ năng mới: %s1"
		"DOTA_AghsStatus_NewAbility_2"			"Kỹ năng mới: %s1, %s2"
		"DOTA_AghsStatus_NewAbility_3"			"Kỹ năng mới: %s1, %s2, %s3"
		"DOTA_AghsStatus_Upgrade_1"				"Đã nâng cấp %s1"
		"DOTA_AghsStatus_Upgrade_2"				"Đã nâng cấp %s1, %s2"
		"DOTA_AghsStatus_Upgrade_3"				"Đã nâng cấp %s1, %s2, %s3"
		"DOTA_AghsStatus_AbilityAndUpgrades"	"%s1 và %s2"

		"DOTA_AghsScepter_Ping_Ready"			"<font color='#DAAF01'>Aghanim's Scepter</font>: %s1 %s3Sẵn sàng"
		"DOTA_AghsScepter_Ping_Unlearned"		"<font color='#DAAF01'>Aghanim's Scepter</font>: %s3Chưa học"
		"DOTA_AghsScepter_Ping_Ally_Ready"		"<font color='%s4'>%s5</font> đồng minh <font color='#DAAF01'>Aghanim's Scepter</font>: %s1 %s3Sẵn sàng"
		"DOTA_AghsScepter_Ping_Ally_Unlearned"	"<font color='%s4'>%s5</font> đồng minh <font color='#DAAF01'>Aghanim's Scepter</font>: %s3chưa học"
		"DOTA_AghsScepter_Ping_Enemy_Ready"		"Coi chừng, <font color='%s4'>%s5</font> phe địch <font color='#DAAF01'>Aghanim's Scepter</font>: %s1 %s3Sẵn sàng"
		"DOTA_AghsScepter_Ping_Enemy_Unlearned"	"<font color='%s4'>%s5</font> phe địch <font color='#DAAF01'>Aghanim's Scepter</font>: %s3Chưa học"

		"DOTA_AghsShard_Ping_Ready"				"<font color='#DAAF01'>Aghanim's Shard</font>: %s1 %s3Sẵn sàng"
		"DOTA_AghsShard_Ping_Unlearned"			"<font color='#DAAF01'>Aghanim's Shard</font>: %s3Chưa học"
		"DOTA_AghsShard_Ping_Ally_Ready"		"<font color='%s4'>%s5</font> đồng minh <font color='#DAAF01'>Aghanim's Shard</font>: %s1 %s3Sẵn sàng"
		"DOTA_AghsShard_Ping_Ally_Unlearned"	"<font color='%s4'>%s5</font> đồng minh <font color='#DAAF01'>Aghanim's Shard</font>: %s3Chưa học"
		"DOTA_AghsShard_Ping_Enemy_Ready"		"Coi chừng, <font color='%s4'>%s5</font> phe địch <font color='#DAAF01'>Aghanim's Shard</font>: %s1 %s3Sẵn sàng"
		"DOTA_AghsShard_Ping_Enemy_Unlearned"	"<font color='%s4'>%s5</font> phe địch <font color='#DAAF01'>Aghanim's Shard</font>: %s3Chưa học"


		"DOTA_Item_Ping_Ready"					"%s1%s2 %s3Sẵn sàng"
		"DOTA_Item_Ping_ReadyPassive"			"%s1%s2 %s3Sẵn sàng"
		"DOTA_Item_Ping_ReadyCharges"			"%s1%s2 %s3Còn %s4 lượt dùng"
		"DOTA_Item_Ping_ReadyPassiveCharges"	"%s1%s2 %s3Còn %s4 lượt dùng"
		"DOTA_Item_Time_Remaining"              "%s1%s2 %s3Thời gian còn lại: %s4:%s5"
		"DOTA_Item_Ping_Mana"					"%s1%s2 %s3Không đủ mana ( cần thêm %s4 )"
		"DOTA_Item_Ping_Cooldown"				"%s1%s2 %s3Đang hồi ( còn %s4 giây )"
		"DOTA_Item_Ping_InBackpack"				"%s1%s2 %s3Ở trong ba lô"
		"DOTA_Item_Ping_InBackpackCooldown"		"%s1%s2 %s3Ở trong ba lô và chờ hồi (còn %s4 giây)"
		"DOTA_Item_Ping_InStash"				"%s1%s2 %s3Ở trong kho"
		"DOTA_Item_Ping_InStashCooldown"		"%s1%s2 %s3Ở trong kho và chờ hồi (còn %s4 giây)"
		"DOTA_Item_Ping_OnCourier"				"%s1%s2 %s3Ở trong thú"
		"DOTA_Item_Ping_OnCourierDead"			"%s1%s2 %s3Trên thú vận chuyển (Chết trong %s4)"
		"DOTA_Item_Ping_OnCourierCooldown"		"%s1%s2 %s3Ở trong thú và chờ hồi (còn %s4 giây)"
		"DOTA_Item_Ping_NameExtended" "%s1 ( <font color='%s2'>%s3</font> )"


		"DOTA_Item_Ping_Neutral_Offer"			"Có ai muốn %s1 %s4 không?"
		"DOTA_Item_Ping_Neutral_Request"		"Tôi muốn %s3 đưa %s1 %s4 cho tôi"
		"DOTA_Item_Ping_Neutral_Equip"			"Tôi muốn %s3 cầm %s1 %s4"
		
		
		"DOTA_EnemyAbility_Ping"			"Coi chừng %s1 %s2%s3"

		"DOTA_Item_Charge_Ward_Dispenser"		"Mắt <font color='%s1'>quan sát</font> (x%s2) và <font color='%s3'>soi tàng hình</font> (x%s4)"
		
		"DOTA_Item_Black_King_Bar_Duration"			"%s1 (thời lượng %s2 giây)"
		"DOTA_Item_With_Level"						"%s1 (Cấp %s2)"
		"DOTA_Item_Charge_StackableDescription"		" (x%s1)"
		"DOTA_Item_Charge_Description:p"			" (%s1 lượt dùng)"
		"DOTA_Item_Charge_Empty"					" (hết)"

		"DOTA_QuickBuyAlert_Cooldown"		" (Đang hồi, còn %s1 giây)"		
		"DOTA_QuickBuyAlert"				"%s1Cần %s2 vàng để mua <font color='%s3'>%s4</font>%s5"		
		"DOTA_QuickBuyAlert_Enough"			"%s1Tôi đủ tiền mua <font color='%s2'>%s3</font>%s4"		
		"DOTA_QuickBuyAlert_Buyback"				"%s1cần %s2 vàng cho <font color='%s3'>%s4</font>%s5 và <font color='#00FF00'>chuộc mạng</font>"		
		"DOTA_QuickBuyAlert_Enough_Buyback"			"%s1Tôi có đủ vàng cho <font color='%s2'>%s3</font>%s4 và <font color='#00FF00'>chuộc mạng</font>"		

		"DOTA_EnemyItem_Alert"			"<font color='%s1'>%s2</font> của địch %s3 có %s4"

		"DOTA_Modifier_Alert"				"Ảnh hưởng bởi: <font color='%s1'>%s2%s3</font>%s4"
		"DOTA_Modifier_Alert_Ally_Hero"		"Đồng minh <font color='%s4'>%s5</font> ảnh hưởng bởi: <font color='%s1'>%s2%s3</font>%s6"
		"DOTA_Modifier_Alert_Ally_Unit"		"Đồng minh <font color='%s4'>%s5</font> ảnh hưởng bởi: <font color='%s1'>%s2%s3</font>%s6"
		"DOTA_Modifier_Alert_Enemy_Hero"	"<font color='%s4'>%s5</font> phe địch ảnh hưởng bởi: <font color='%s1'>%s2%s3</font>%s6"
		"DOTA_Modifier_Alert_Enemy_Unit"	"<font color='%s4'>%s5</font> phe địch ảnh hưởng bởi: <font color='%s1'>%s2%s3</font>%s6"
