"lang"
{ 
	"Language" "hungarian" 
	"Tokens" 
	{

		"DOTA_ItemOnSale"		"AKCIÓ!"
		"dota_chatwheel_header_international2020_sounds_desc"	"Kizárólag a The International 10 Csatabelépő tulajdonosainak érhető el."
		"dota_chatwheel_header_international2020_casters"		"The International 10 - Közvetítők"
		"dota_chatwheel_header_international2020_casters_desc"	"Kizárólag a The International 10 Csatabelépő tulajdonosainak érhető el."
		"dota_chatwheel_header_international2020_legacy_2019"		"The International 10 - Ismétlések"
		"dota_chatwheel_header_international2020_legacy_2019_desc"	"Élvezd kedvenc hangjaidat a The International 2019 Csatabelépőből! Kizárólag a The International 10 Csatabelépő tulajdonosainak érhető el."
		"dota_chatwheel_header_international2020_legacy_epic_2019"		"The International 10 - Eposzi ismétlések"
		"dota_chatwheel_header_international2020_legacy_epic_2019_desc"	"Élvezd kedvenc eposzi közvetítőidet a The International 2019 Csatabelépőből! Kizárólag a The International 10 Csatabelépő tulajdonosainak érhető el."
		"dota_chatwheel_header_international2020_sprays"		"The International 10 - Festések"
		"dota_chatwheel_header_international2020_sprays_desc"	"Hagyj nyomot magán a tájon! Kizárólag a The International 10 Csatabelépő tulajdonosainak érhető el."

		"dota_chatwheel_header_international2022_sprays"		"2022-es Csatabelépő – Festések"
		"dota_chatwheel_header_international2022_sprays_desc"	"Hagyj nyomot magán a tájon! Kizárólag a 2022-es Csatabelépő tulajdonosainak érhető el."
		"dota_chatwheel_header_international2022_sfx"		"2022-es Csatabelépő – Hangeffektek"
		"dota_chatwheel_header_international2022_sfx_desc"	"Kizárólag a 2022-es Csatabelépő tulajdonosainak érhető el."
		"dota_chatwheel_header_international2022_legacy"		"2022-es Csatabelépő – Ismétlések"
		"dota_chatwheel_header_international2022_legacy_desc"	"Élvezd kedvenc hangjaidat a korábbi Csatabelépőkből! Kizárólag a 2022-es Csatabelépő tulajdonosainak érhető el."
		"dota_chatwheel_header_international2022_legacy_epic"		"2022-es Csatabelépő – Fergeteges ismétlések"
		"dota_chatwheel_header_international2022_legacy_epic_desc"	"Élvezd kedvenc fergeteges közvetítőidet a korábbi Csatabelépőkből! Kizárólag a 2022-es Csatabelépő tulajdonosainak érhető el."

		"dota_chatwheel_message_Ok"					"Rendben."
		"dota_chatwheel_message_Care"				"Vigyázz!"
		"dota_chatwheel_message_GetBack"			"Vissza!"
		"dota_chatwheel_message_NeedWards"			"Wardokra van szükségünk."
		"dota_chatwheel_message_Stun"				"Valaki azonnal bénítson!"
		"dota_chatwheel_message_Help"				"Segítség!"
		"dota_chatwheel_message_Push"				"Most toljuk"
		"dota_chatwheel_message_GoodJob"			"Szép volt!"
		"dota_chatwheel_message_Missing"			"Eltűnt!"
		"dota_chatwheel_message_Missing_Top"		"Eltűnt felülről!"
		"dota_chatwheel_message_Missing_Mid"		"Eltűnt középről!"
		"dota_chatwheel_message_Missing_Bottom"		"Eltűnt alulról!"
		"dota_chatwheel_message_Go"					"Gyerünk!"
		"dota_chatwheel_message_Initiate"			"Kezdeményezzünk!"
		"dota_chatwheel_message_Follow"				"Kövessetek"
		"dota_chatwheel_message_Group_Up"			"Álljunk össze"
		"dota_chatwheel_message_Spread_Out"			"Szóródjunk szét"
		"dota_chatwheel_message_Split_Farm"			"Oszoljunk szét és farmoljunk"
		"dota_chatwheel_message_Attack"				"Támadás!"
		"dota_chatwheel_message_BRB"				"Mindjárt jövök"
		"dota_chatwheel_message_Dive"				"Be a torony mögé!"
		"dota_chatwheel_message_OMW"				"Úton vagyok"
		"dota_chatwheel_message_Get_Ready"			"Készüljetek"
		"dota_chatwheel_message_Bait"				"Valaki csalja ki"
		"dota_chatwheel_message_Heal"				"Gyógyítsatok"
		"dota_chatwheel_message_Mana"				"Mana kell"
		"dota_chatwheel_message_OOM"				"Nincs manám"
		"dota_chatwheel_message_Skill_Cooldown"		"Újratöltődnek a képpeségeim"
		"dota_chatwheel_message_Ulti_Ready"			"Ultimate kész"
		"dota_chatwheel_message_Enemy_Returned"		"Visszatért az ellenség"
		"dota_chatwheel_message_All_Missing"		"Az összes ellenséges hős eltűnt!"
		"dota_chatwheel_message_Enemy_Incoming"		"Támad az ellenség!"
		"dota_chatwheel_message_Invis_Enemy"		"Láthatatlan ellenség a közelben!"
		"dota_chatwheel_message_Enemy_Had_Rune"		"Az ellenségnél rúna van"
		"dota_chatwheel_message_Split_Push"			"Megosztva toljuk"
		"dota_chatwheel_message_Coming_To_Gank"		"Jövök gankelni"
		"dota_chatwheel_message_Request_Gank"		"Gank kellene"
		"dota_chatwheel_message_Fight_Under_Tower"	"Harcolj a torony alatt"
		"dota_chatwheel_message_Deny_Tower"			"Valaki áldozza be a tornyot!"
		"dota_chatwheel_message_Buy_Courier"		"Valaki vegyen egy futárt"
		"dota_chatwheel_message_Upgrade_Courier"	"Tudja valaki fejleszteni a futárt?"
		"dota_chatwheel_message_Need_Detection"		"Láthatatlanság-detektálás kell"
		"dota_chatwheel_message_They_Have_Detection" "Látják a láthatatlanokat"
		"dota_chatwheel_message_Buy_TP" 			"Vegyél Town Portal Scrollt"
		"dota_chatwheel_message_Reuse_Courier"		"Használd újra a futárt"
		"dota_chatwheel_message_Deward"				"Wardtalanítást kérek"
		"dota_chatwheel_message_Building_Mek"		"Mekansmot veszek"
		"dota_chatwheel_message_Building_Pipe"		"Pipe of Insightot készítek"
		"dota_chatwheel_message_Stack_And_Pull"		"Halmozz és húzz"
		"dota_chatwheel_message_Pull"				"Húzd a creepeket"
		"dota_chatwheel_message_Pulling"			"Húzom a creepeket"
		"dota_chatwheel_message_Stack"				"Halmozd a semlegeseket"
		"dota_chatwheel_message_Jungling"			"Erdőzök"
		"dota_chatwheel_message_Roshan"				"Roshan"
		"dota_chatwheel_message_Affirmative"		"Vettem"
		"dota_chatwheel_message_Wait"				"Várj"
		"dota_chatwheel_message_Pause"				"Szünetet kérek!"
		"dota_chatwheel_message_Current_Time"		"Jelenlegi játékidő"
		"dota_chatwheel_message_Check_Runes"		"Valaki nézze meg a rúnákat"
		"dota_chatwheel_message_Smoke_Gank"			"Gankeljünk Smoke-kal!"
		"dota_chatwheel_message_GLHF"				"Sok sikert, jó szórakozást"
		"dota_chatwheel_message_Nice"				"Szép"
		"dota_chatwheel_message_Thanks"				"Kösz!"
		"dota_chatwheel_message_Sorry"				"Bocsánat"
		"dota_chatwheel_message_No_Give_Up"			"Ne adjátok fel!"
		"dota_chatwheel_message_Just_Happened"		"Megesik az ilyen"
		"dota_chatwheel_message_Game_Is_Hard"		"Nehéz a játék"
		"dota_chatwheel_message_New_Meta"			"Új meta"
		"dota_chatwheel_message_My_Bad"				"Az én hibám"
		"dota_chatwheel_message_Regret"				"Azonnal megbántam a döntésemet"
		"dota_chatwheel_message_Relax"				"Nyugi, jól csináljátok"
		"dota_chatwheel_message_MissingHero"		"%s1 hiányzik!"
		"dota_chatwheel_message_ReturnedHero"		"%s1 visszatért!"
		"dota_chatwheel_message_MissingHero:g"		"%s1 hiányzik!"
		"dota_chatwheel_message_ReturnedHero:g"		"%s1 visszatért!"
		"dota_chatwheel_message_GG"					"Jó játék"
		"dota_chatwheel_message_GGWP"				"Jó játék, szép volt"
		"dota_chatwheel_message_All_GG"				"Jó játék"
		"dota_chatwheel_message_All_GGWP"			"Jó játék, szép volt"
		"dota_chatwheel_message_What_To_Buy"		"Mit kéne vennem?"
		"dota_chatwheel_message_Im_Retreating"		"Visszavonulok"
		"dota_chatwheel_message_Space_Created"		"Helyet csináltam"
		"dota_chatwheel_message_Whoops"				"Upsz"
		"dota_chatwheel_message_Tower_then_Back"	"Döntsük le a tornyot, aztán vissza"
		"dota_chatwheel_message_Barracks_then_Back"	"Döntsük be a barakkokat, aztán vissza"
		"dota_chatwheel_message_Ward_Bottom_Rune"	"Wardot az alsó rúnához"
		"dota_chatwheel_message_Ward_Top_Rune"		"Wardot a felső rúnához"
		"dota_chatwheel_message_Zeus_Ult"			"Zeus ultit most!"
		"dota_chatwheel_message_Rimshot"			"Ba-dam tsss"
		"dota_chatwheel_message_Charge"				"Roham"
		"dota_chatwheel_message_Frog"				"Béka"
		"dota_chatwheel_message_Crash_and_Burn"		"Szerencsétlenség"
		"dota_chatwheel_message_Applause"			"Taps"
		"dota_chatwheel_message_Sad_Trombone"		"Bánatos harsona"
		"dota_chatwheel_message_Crickets"			"Tücskök"
		"dota_chatwheel_message_Drum_Roll"			"Dobpergés"
		"dota_chatwheel_message_Headshake"			"Fejrázás"
		"dota_chatwheel_message_Crybaby"			"Bőgőmasina"

		"dota_chatwheel_message_TimeAndBothRunes_Before"	"%s1 %s2 (Az Adomány és Erőnövelő rúnák %s3 másodperc múlva jelennek meg.)"
		"dota_chatwheel_message_TimeAndBountyRunes_Before"	"%s1 %s2 (Az Adomány rúnák %s3 másodperc múlva jelennek meg.)"
		"dota_chatwheel_message_TimeAndPowerRunes_Before"	"%s1 %s2 (Az Erőnövelő rúnák %s3 másodperc múlva jelennek meg.)"

		"dota_chatwheel_message_TimeAndBothRunes_After"		"%s1 %s2 (Az Adomány és Erőnövelő rúnák %s3 másodperce jelentek meg.)"
		"dota_chatwheel_message_TimeAndBountyRunes_After"	"%s1 %s2 (Az Adomány rúnák %s3 másodperce jelentek meg.)"
		"dota_chatwheel_message_TimeAndPowerRunes_After"	"%s1 %s2 (Az Erőnövelő rúnák %s3 másodperce jelentek meg.)"

		"dota_chatwheel_message_Day_Night_Cycle_Day"	"Jelenleg nappal van ( %s1 van hátra )"
		"dota_chatwheel_message_Day_Night_Cycle_Night"	"Jelenleg éjszaka van ( %s1 van hátra )"
		"dota_chatwheel_message_Bockbock"			"Kot-kot"
		"dota_chatwheel_message_Kiss"				"Csók"
		"dota_chatwheel_message_Ow"					"Áúú"
		"dota_chatwheel_message_Party_Horn"			"Buliduda"
		"dota_chatwheel_message_Snore"				"Horkolás"
		"dota_chatwheel_message_Yahoo"				"Jáhúú"
		"dota_chatwheel_message_Greevil_Laughter"		"Greevil nevetés"
		"dota_chatwheel_message_Sparkling_Celebration"	"Sziporkázó ünneplés"
		"dota_chatwheel_message_Frostivus_Magic"		"Frostivus varázslat"
		"dota_chatwheel_message_Sleighbells"			"Száncsengők"
		"dota_chatwheel_message_Oink_Oink"				"Röf-röf!"
		"dota_chatwheel_message_Ceremonial_Drums"		"Ünnepélyes dobok"
		"dota_chatwheel_message_Celebratory_Gong"		"Ünnepi gong"
		"dota_chatwheel_message_Kooka_Laugh"			"Kacagójancsi nevetése"
		"dota_chatwheel_message_Monkey_Business"		"Majomkodás"
		"dota_chatwheel_message_Orangutan_Kiss"			"Nyálas orangutánpuszi"
		"dota_chatwheel_message_Mosquito_Buzz"			"Szúnyogzümmögés"
		"dota_chatwheel_message_Crowd_Groan"			"Felmorajló tömeg"
		"dota_chatwheel_message_Head_Bonk"				"Fejkoccanás"
		"dota_chatwheel_message_Mic_Drop"				"Mikrofonleejtés"
		"dota_chatwheel_message_Record_Scratch"			"Hanglemezkarcolás"
		"dota_chatwheel_message_Ta_Daaaaaa"				"Ta-daaaaa"
		"dota_chatwheel_message_Ceeb_end"				"%s1!"
		"dota_chatwheel_message_Negative"				"Negatív"
		"dota_chatwheel_message_Not_Yet"				"Még ne"
		"dota_chatwheel_message_HappyPenguin"			"Vidám pingvin"
		"dota_chatwheel_message_AnnoyedPenguin"			"Bosszús pingvin"
		"dota_chatwheel_message_FastPenguin"			"Vrumm!"
		"dota_chatwheel_message_newbloom_firecrackers"	"Pukk pukk pukk!"

		"dota_chatwheel_label_orchit"				"Zenekari felütés"
		"dota_chatwheel_message_orchit"				"Zenekari felütés"
		"dota_chatwheel_label_woopwoo"				"Vup-vup-vúú"
		"dota_chatwheel_message_woopwoo"			"Vup-vup-vúú"
		"dota_chatwheel_label_oops"					"Upsz"
		"dota_chatwheel_message_oops"				"Upsz"
		"dota_chatwheel_label_moo"					"Múú"
		"dota_chatwheel_message_moo"				"Múú"
		"dota_chatwheel_label_meow"					"Miau"
		"dota_chatwheel_message_meow"				"Miau"
		"dota_chatwheel_label_heehaw"				"Iáá"
		"dota_chatwheel_message_heehaw"				"Iáá"
		"dota_chatwheel_label_boing"				"Boing"
		"dota_chatwheel_message_boing"				"Boing"

		"dota_chatwheel_label_Banjo_Charge"			"Bendzsó-roham"
		"dota_chatwheel_message_Banjo_Charge"		"Bendzsó-roham"
		"dota_chatwheel_label_Choo_Choo"			"Si-hu-hú"
		"dota_chatwheel_message_Choo_Choo"			"Si-hu-hú."
		"dota_chatwheel_label_Gong"					"Gong"
		"dota_chatwheel_message_Gong"				"Gong"
		"dota_chatwheel_label_Slide"				"Csussz!"
		"dota_chatwheel_message_Slide"				"Csussz!"
		"dota_chatwheel_label_Uh_Oh"				"Húha"
		"dota_chatwheel_message_Uh_Oh"				"Húha."

		"dota_chatwheel_message_Black_Cat"			"Miaú!!"
		"dota_chatwheel_message_Ghost"				"Búú!"
		"dota_chatwheel_message_Nightmare"			"*rémálom hangjai*"
		"dota_chatwheel_message_Scream"				"Jujj!!"
		"dota_chatwheel_message_Laugh"				"Muahahahaha!"
		"dota_chatwheel_message_Stabby"				"*hegedűszó*"

		"dota_chatwheel_label_jenkins_voice"		"Nem erre számítottam"
		"dota_chatwheel_message_jenkins_voice"		"Jenkins: „Hát... Abszolút nem erre számítottam!”"

		"DOTA_Item_WillPurchaseAlert"					"Veszek %s1 <font color='%s2'>%s3</font> tárgyat."
		"DOTA_Item_WillPurchaseAlert_GoldRemaining"		"Venni fogok: %s1 <font color='%s2'>%s3</font> ( %s4 arany kell még )"
		"DOTA_Item_WillPurchaseAlert_OutOfStock"		"Veszek %s1 <font color='%s2'>%s3</font> tárgyat. ( %s4 múlva lesz belőle )"
		"DOTA_Item_WillPurchaseAlert_Suggestion"		"Szerintem valakinek vásárolnia kéne %s1 <font color='%s2'>%s3</font> tárgyat"
		"DOTA_Item_WillPurchaseAlert_Suggestion_Player"	"Szerintem %s4 vásároljon %s1 <font color='%s2'>%s3</font> tárgyat"
		"DOTA_Item_WillPurchaseAlert_Suggestion_DropInFountain"	"Szerintem %s4 dobja a(z) <font color='%s2'>%s3</font> tárgyat %s1 a semleges talonba."
		"DOTA_Item_WillPurchaseAlert_Suggestion_InFountain"		"A(z) <font color='%s2'>%s3</font> %s1 felvehető a semleges talonból."

		"DOTA_BuyBackStateAlert_Ready"				"Visszavétel %s1Kész"
		"DOTA_BuyBackStateAlert_Gold"				"Visszavétel %s1Nincs elég arany ( %s2 szükséges )"
		"DOTA_BuyBackStateAlert_Cooldown"			"Visszavétel %s1Újratöltődik ( %s2 másodperc van hátra )"
		"DOTA_BuyBackStateAlert_ReapersScythe"		"Visszavétel %s1A Reaper's Scythe tiltja"
		
		"DOTA_Ability_Ping_Ally_Description"			"Szövetséges <font color='%s1'>%s2</font> %s3 "

		"DOTA_Ability_Ping_Unlearned"			"%s1%s2 %s3Nincs megtanulva"
		"DOTA_Ability_Ping_Learn_Ready"			"%s1%s2 %s3Megtanulásra kész ( %s4. szintű )"
		"DOTA_Ability_Ping_Will_Learn"			"<font color='#DAAF01'>%s4 TP</font>-re van szükségem a(z) %s1%s2 megtanulásához ( %s5. szintű )."
		"DOTA_Ability_Ping_Future_Learn"		"Még %s4 szintre van szükségem a(z) %s1%s2 megtanulásához ( %s5. szintű )."
		"DOTA_Ability_Ping_Ready"				"%s1%s2 ( %s4. szintű ) %s3Kész "
		"DOTA_Ability_Ping_ReadyPassive"		"%s1%s2 ( %s4. szintű ) %s3Passzív "
		"DOTA_Ability_Ping_ReadyCharges"		"%s1%s2 ( %s4. szintű ) %s3 %s5 töltet"
		"DOTA_Ability_Ping_ReadyPassiveCharges"	"%s1%s2 ( %s4. szintű ) %s3 %s5 töltet"
		"DOTA_Ability_Ping_ReadyChargesWithReplenish"			"%s1%s2 ( %s4. szintű ) %s3 %s5 töltet ( %s6 mp múlva töltődik )"
		"DOTA_Ability_Ping_ReadyPassiveChargesWithReplenish "	"%s1%s2 ( %s4. szintű ) %s3 %s5 töltet ( %s6 mp múlva töltődik )"
		"DOTA_Ability_Ping_Mana"				"%s1%s2 ( %s5. szintű ) %s3Nincs elég mana ( még %s4 kell )"
		"DOTA_Ability_Ping_Cooldown"			"%s1%s2 ( %s5. szintű ) %s3Újratöltődik ( %s4 másodperc van hátra )"		
		"DOTA_Ability_Ping_Cooldown_No_Time"	"%s1%s2 ( %s4. szintű ) %s3Újratöltődik"	

		"DOTA_Talent_Ping_Ready"				"<font color='#DAAF01'>%s1. szintű Adottság:</font> %s2 %s3Kész"
		"DOTA_Talent_Ping_Unlearned"			"<font color='#DAAF01'>%s1. szintű Adottság:</font> %s2 %s3Nincs megtanulva"
		"DOTA_Talent_Ping_Ally_Ready"			"Szövetséges <font color='%s4'>%s5</font> <font color='#DAAF01'>%s1. szintű Adottsága:</font> %s2 %s3Kész"
		"DOTA_Talent_Ping_Ally_Unlearned"		"Szövetséges <font color='%s4'>%s5</font> <font color='#DAAF01'>%s1. szintű Adottsága:</font> %s2 %s3Nincs megtanulva"
		"DOTA_Talent_Ping_Enemy_Ready"			"Vigyázat, ellenséges <font color='%s4'>%s5</font> <font color='#DAAF01'>%s1. szintű Adottsága:</font> %s2 %s3Kész"
		"DOTA_Talent_Ping_Enemy_Unlearned"		"Ellenséges <font color='%s4'>%s5</font> <font color='#DAAF01'>%s1. szintű Adottsága:</font> %s2 %s3Nincs megtanulva"	
		
		"DOTA_AghsStatus_NewAbility_1"			"Új képesség: %s1"
		"DOTA_AghsStatus_NewAbility_2"			"Új képességek: %s1, %s2"
		"DOTA_AghsStatus_NewAbility_3"			"Új képességek: %s1, %s2, %s3"
		"DOTA_AghsStatus_Upgrade_1"				"Fejlesztett %s1"
		"DOTA_AghsStatus_Upgrade_2"				"Fejlesztett %s1, %s2"
		"DOTA_AghsStatus_Upgrade_3"				"Fejlesztett %s1, %s2, %s3"
		"DOTA_AghsStatus_AbilityAndUpgrades"	"%s1 és %s2"

		"DOTA_AghsScepter_Ping_Ready"			"<font color='#DAAF01'>Aghanim's Scepter</font>: %s1 %s3Kész"
		"DOTA_AghsScepter_Ping_Unlearned"		"<font color='#DAAF01'>Aghanim's Scepter</font>: %s3Nincs megtanulva"
		"DOTA_AghsScepter_Ping_Ally_Ready"		"Szövetséges <font color='%s4'>%s5</font> <font color='#DAAF01'>Aghanim's Scepter</font>: %s1 %s3Kész"
		"DOTA_AghsScepter_Ping_Ally_Unlearned"	"Szövetséges <font color='%s4'>%s5</font> <font color='#DAAF01'>Aghanim's Scepter</font>: %s3Nincs megtanulva"
		"DOTA_AghsScepter_Ping_Enemy_Ready"		"Vigyázat, ellenséges <font color='%s4'>%s5</font> <font color='#DAAF01'>Aghanim's Scepter</font>: %s1 %s3Kész"
		"DOTA_AghsScepter_Ping_Enemy_Unlearned"	"Ellenséges <font color='%s4'>%s5</font> <font color='#DAAF01'>Aghanim's Scepter</font>: %s3Nincs megtanulva"

		"DOTA_AghsShard_Ping_Ready"				"<font color='#DAAF01'>Aghanim's Shard</font>: %s1 %s3Kész"
		"DOTA_AghsShard_Ping_Unlearned"			"<font color='#DAAF01'>Aghanim's Shard</font>: %s3Nincs megtanulva"
		"DOTA_AghsShard_Ping_Ally_Ready"		"Szövetséges <font color='%s4'>%s5</font> <font color='#DAAF01'>Aghanim's Shard</font>: %s1 %s3Kész"
		"DOTA_AghsShard_Ping_Ally_Unlearned"	"Szövetséges <font color='%s4'>%s5</font> <font color='#DAAF01'>Aghanim's Shard</font>: %s3Nincs megtanulva"
		"DOTA_AghsShard_Ping_Enemy_Ready"		"Vigyázat, ellenséges <font color='%s4'>%s5</font> <font color='#DAAF01'>Aghanim's Shard</font>: %s1 %s3Kész"
		"DOTA_AghsShard_Ping_Enemy_Unlearned"	"Ellenséges <font color='%s4'>%s5</font> <font color='#DAAF01'>Aghanim's Shard</font>: %s3Nincs megtanulva"


		"DOTA_Item_Ping_Ready"					"%s1%s2 %s3Kész"
		"DOTA_Item_Ping_ReadyPassive"			"%s1%s2 %s3Kész"
		"DOTA_Item_Ping_ReadyCharges"			"%s1%s2 %s3Maradék töltet: %s4"
		"DOTA_Item_Ping_ReadyPassiveCharges"	"%s1%s2 %s3Maradék töltet: %s4"
		"DOTA_Item_Time_Remaining"              "%s1%s2 %s3Hátralevő idő: %s4:%s5"
		"DOTA_Item_Ping_Mana"					"%s1%s2 %s3Nincs elég mana ( még %s4 kell )"
		"DOTA_Item_Ping_Cooldown"				"%s1%s2 %s3Újratöltődik ( %s4 másodperc van hátra )"
		"DOTA_Item_Ping_InBackpack"				"%s1%s2 %s3Hátizsákban"
		"DOTA_Item_Ping_InBackpackCooldown"		"%s1%s2 %s3Hátizsákban és újratöltődik ( %s4 másodperc van hátra )"
		"DOTA_Item_Ping_InStash"				"%s1%s2 %s3Talonban"
		"DOTA_Item_Ping_InStashCooldown"		"%s1%s2 %s3Talonban és újratöltődik ( %s4 másodperc van hátra )"
		"DOTA_Item_Ping_OnCourier"				"%s1%s2 %s3Futárnál"
		"DOTA_Item_Ping_OnCourierDead"			"%s1 %s2 %s3a futáron (%s4 ideig halott)"
		"DOTA_Item_Ping_OnCourierCooldown"		"%s1%s2 %s3Futárnál és újratöltődik ( %s4 másodperc van hátra )"
		"DOTA_Item_Ping_NameExtended" "%s1 ( <font color='%s2'>%s3</font> )"


		"DOTA_Item_Ping_Neutral_Offer"			"Kell valakinek egy %s1 %s4?"
		"DOTA_Item_Ping_Neutral_Request"		"Szeretném, ha %s3 nekem adná a(z) %s1 %s4 tárgyat."
		"DOTA_Item_Ping_Neutral_Equip"			"Szeretném, ha %s3 felszerelné a(z) %s1 %s4 tárgyat."
		
		
		"DOTA_EnemyAbility_Ping"			"Vigyázz, %s1 %s2%s3"

		"DOTA_Item_Charge_Ward_Dispenser"		"<font color='%s1'>Observer</font> (x%s2) és <font color='%s3'>Sentry</font> (x%s4) Wardok"
		
		"DOTA_Item_Black_King_Bar_Duration"			"%s1 ( %s2 másodperces időtartam )"
		"DOTA_Item_With_Level"						"%s1 ( %s2. szintű )"
		"DOTA_Item_Charge_StackableDescription"		" (x%s1)"
		"DOTA_Item_Charge_Description:p"			" (%s1 töltet)#|# (%s1 töltet)"
		"DOTA_Item_Charge_Empty"					" (üres)"

		"DOTA_QuickBuyAlert_Cooldown"		" ( újratöltődik, %s1 másodperc van hátra )"		
		"DOTA_QuickBuyAlert"				"%s1%s2 aranyra van szükségem ehhez: <font color='%s3'>%s4</font>%s5"		
		"DOTA_QuickBuyAlert_Enough"			"%s1Elég aranyam van ehhez: <font color='%s2'>%s3</font>%s4"		
		"DOTA_QuickBuyAlert_Buyback"				"%s1%s2 arany kell a(z) <font color='%s3'>%s4</font>%s5 tárgyhoz és a <font color='#00FF00'>visszavételhez</font>"		
		"DOTA_QuickBuyAlert_Enough_Buyback"			"%s1Elég aranyam van a(z) <font color='%s2'>%s3</font>%s4 tárgyhoz és a <font color='#00FF00'>visszavételhez</font>"		

		"DOTA_EnemyItem_Alert"			"Az ellenséges <font color='%s1'>%s2</font> ezzel rendelkezik: %s3%s4"

		"DOTA_Modifier_Alert"				"<font color='%s1'>%s2%s3</font> hat rám%s4"
		"DOTA_Modifier_Alert_Ally_Hero"		"Szövetséges <font color='%s4'>%s5</font> <font color='%s1'>%s2%s3</font>%s6 hatása alatt"
		"DOTA_Modifier_Alert_Ally_Unit"		"Szövetséges <font color='%s4'>%s5</font> <font color='%s1'>%s2%s3</font>%s6 hatása alatt"
		"DOTA_Modifier_Alert_Enemy_Hero"	"Ellenséges <font color='%s4'>%s5</font> <font color='%s1'>%s2%s3</font>%s6 hatása alatt"
		"DOTA_Modifier_Alert_Enemy_Unit"	"Ellenséges <font color='%s4'>%s5</font> <font color='%s1'>%s2%s3</font>%s6 hatása alatt"
