"lang"
{ 
	"Language" "spanish" 
	"Tokens" 
	{

		"DOTA_ItemOnSale"		"¡OFERTA!"
		"dota_chatwheel_header_international2020_legacy_2019_desc"	"¡Disfruta de tus sonidos favoritos del pase de batalla de The International 2019! Disponibles exclusivamente para los poseedores del pase de batalla de The International 10."
		"dota_chatwheel_header_international2020_legacy_epic_2019"		"The International 10 - Repeticiones épicas"
		"dota_chatwheel_header_international2020_legacy_epic_2019_desc"	"¡Disfruta de tus comentaristas épicos favoritos del pase de batalla de The International 2019! Disponibles exclusivamente para los poseedores del pase de batalla de The International 10."
		"dota_chatwheel_header_international2020_sprays"		"The International 10 - Espráis"
		"dota_chatwheel_header_international2020_sprays_desc"	"¡Deja tu marca en el terreno! Disponible exclusivamente para los poseedores del pase de batalla de The International 10."

		"dota_chatwheel_header_international2022_sprays"		"Pase de batalla de 2022 - Espráis"
		"dota_chatwheel_header_international2022_sprays_desc"	"¡Deja tu marca en el terreno! Disponible exclusivamente para los poseedores del pase de batalla de 2022."
		"dota_chatwheel_header_international2022_sfx"		"Pase de batalla de 2022 - Efectos de sonido"
		"dota_chatwheel_header_international2022_sfx_desc"	"Disponibles exclusivamente para los poseedores del pase de batalla de 2022."
		"dota_chatwheel_header_international2022_legacy"		"Pase de batalla de 2022 - Repeticiones"
		"dota_chatwheel_header_international2022_legacy_desc"	"¡Disfruta de tus sonidos épicos favoritos de pases de batalla anteriores! Disponibles exclusivamente para los poseedores del pase de batalla de 2022."
		"dota_chatwheel_header_international2022_legacy_epic"		"Pase de batalla de 2022 - Repeticiones épicas"
		"dota_chatwheel_header_international2022_legacy_epic_desc"	"¡Disfruta de tus comentaristas épicos favoritos de pases de batalla anteriores! Disponibles exclusivamente para los poseedores del pase de batalla de 2022."

		"dota_chatwheel_message_Ok"					"Vale"
		"dota_chatwheel_message_Care"				"¡Cuidado!"
		"dota_chatwheel_message_GetBack"			"¡Atrás!"
		"dota_chatwheel_message_NeedWards"			"Necesitamos guardianes."
		"dota_chatwheel_message_Stun"				"¡Aturdid ahora!"
		"dota_chatwheel_message_Help"				"¡Ayuda!"
		"dota_chatwheel_message_Push"				"Presionad ahora"
		"dota_chatwheel_message_GoodJob"			"¡Buen trabajo!"
		"dota_chatwheel_message_Missing"			"¡Falta un enemigo!"
		"dota_chatwheel_message_Missing_Top"		"¡Falta un enemigo arriba!"
		"dota_chatwheel_message_Missing_Mid"		"¡Falta un enemigo en medio!"
		"dota_chatwheel_message_Missing_Bottom"		"¡Falta un enemigo abajo!"
		"dota_chatwheel_message_Go"					"¡Vamos!"
		"dota_chatwheel_message_Initiate"			"¡Iniciad!"
		"dota_chatwheel_message_Follow"				"Seguidme"
		"dota_chatwheel_message_Group_Up"			"Agrupaos"
		"dota_chatwheel_message_Spread_Out"			"Separaos"
		"dota_chatwheel_message_Split_Farm"			"Separaos y farmead"
		"dota_chatwheel_message_Attack"				"¡Atacad ahora!"
		"dota_chatwheel_message_BRB"				"Ahora vuelvo"
		"dota_chatwheel_message_Dive"				"¡Entradles!"
		"dota_chatwheel_message_OMW"				"En camino"
		"dota_chatwheel_message_Get_Ready"			"Preparaos"
		"dota_chatwheel_message_Bait"				"Haced de cebo"
		"dota_chatwheel_message_Heal"				"Curación"
		"dota_chatwheel_message_Mana"				"Maná"
		"dota_chatwheel_message_OOM"				"No tengo maná"
		"dota_chatwheel_message_Skill_Cooldown"		"Habilidades en recarga"
		"dota_chatwheel_message_Ulti_Ready"			"Definitiva lista"
		"dota_chatwheel_message_Enemy_Returned"		"Un enemigo ha regresado"
		"dota_chatwheel_message_All_Missing"		"¡Faltan todos los héroes enemigos!"
		"dota_chatwheel_message_Enemy_Incoming"		"¡Se acercan enemigos!"
		"dota_chatwheel_message_Invis_Enemy"		"¡Hay enemigos invisibles cerca!"
		"dota_chatwheel_message_Enemy_Had_Rune"		"Un enemigo tiene la runa"
		"dota_chatwheel_message_Split_Push"			"Presionad por separado"
		"dota_chatwheel_message_Coming_To_Gank"		"Voy a emboscar"
		"dota_chatwheel_message_Request_Gank"		"Necesitamos una emboscada"
		"dota_chatwheel_message_Fight_Under_Tower"	"Luchad bajo la torre"
		"dota_chatwheel_message_Deny_Tower"			"¡Denegad la torre!"
		"dota_chatwheel_message_Buy_Courier"		"Comprad un mensajero, por favor"
		"dota_chatwheel_message_Upgrade_Courier"	"¿Puede alguien mejorar al mensajero?"
		"dota_chatwheel_message_Need_Detection"		"Necesitamos detección"
		"dota_chatwheel_message_They_Have_Detection" "Tienen detección"
		"dota_chatwheel_message_Buy_TP" 			"Comprad un Pergamino de Teletransporte"
		"dota_chatwheel_message_Reuse_Courier"		"Volved a utilizar el mensajero"
		"dota_chatwheel_message_Deward"				"Destruid guardianes, por favor"
		"dota_chatwheel_message_Building_Mek"		"Comprando Mekansm"
		"dota_chatwheel_message_Building_Pipe"		"Comprando Pipa de la Perspicacia"
		"dota_chatwheel_message_Stack_And_Pull"		"Acumulad y atraed, por favor"
		"dota_chatwheel_message_Pull"				"Atraed creeps, por favor"
		"dota_chatwheel_message_Pulling"			"Atrayendo creeps"
		"dota_chatwheel_message_Stack"				"Acumulad neutrales"
		"dota_chatwheel_message_Jungling"			"Voy a jungla"
		"dota_chatwheel_message_Roshan"				"Roshan"
		"dota_chatwheel_message_Affirmative"		"Afirmativo"
		"dota_chatwheel_message_Wait"				"Esperad"
		"dota_chatwheel_message_Pause"				"¡Pausad, por favor!"
		"dota_chatwheel_message_Current_Time"		"Tiempo actual de la partida"
		"dota_chatwheel_message_Check_Runes"		"Comprobad las runas, por favor"
		"dota_chatwheel_message_Smoke_Gank"			"¡Tendamos una emboscada con humo!"
		"dota_chatwheel_message_GLHF"				"Buena suerte, pasadlo bien"
		"dota_chatwheel_message_Nice"				"Bien"
		"dota_chatwheel_message_Thanks"				"¡Gracias!"
		"dota_chatwheel_message_Sorry"				"Lo siento"
		"dota_chatwheel_message_No_Give_Up"			"¡No te rindas!"
		"dota_chatwheel_message_Just_Happened"		"Estas cosas pasan"
		"dota_chatwheel_message_Game_Is_Hard"		"El juego es difícil"
		"dota_chatwheel_message_New_Meta"			"Nuevo meta"
		"dota_chatwheel_message_My_Bad"				"Culpa mía"
		"dota_chatwheel_message_Regret"				"Lamento mi decisión"
		"dota_chatwheel_message_Relax"				"Relájate, lo estás haciendo bien"
		"dota_chatwheel_message_MissingHero"		"¡Falta %s1!"
		"dota_chatwheel_message_ReturnedHero"		"¡%s1 ha regresado!"
		"dota_chatwheel_message_MissingHero:g"		"#|m|#¡Falta %s1!#|f|#¡Falta %s1!"
		"dota_chatwheel_message_ReturnedHero:g"		"#|m|#¡%s1 ha vuelto!#|f|#¡%s1 ha vuelto!"
		"dota_chatwheel_message_GG"					"Buena partida"
		"dota_chatwheel_message_GGWP"				"Buena partida, bien jugado"
		"dota_chatwheel_message_All_GG"				"Buena partida"
		"dota_chatwheel_message_All_GGWP"			"Buena partida, bien jugado"
		"dota_chatwheel_message_What_To_Buy"		"¿Qué debería comprar?"
		"dota_chatwheel_message_Im_Retreating"		"Me retiro"
		"dota_chatwheel_message_Space_Created"		"Espacio creado"
		"dota_chatwheel_message_Whoops"				"¡Uy!"
		"dota_chatwheel_message_Tower_then_Back"	"Destruimos la torre y atrás"
		"dota_chatwheel_message_Barracks_then_Back"	"Destruimos barracones y atrás"
		"dota_chatwheel_message_Ward_Bottom_Rune"	"Colocad un Guardián en la runa inferior"
		"dota_chatwheel_message_Ward_Top_Rune"		"Colocad un Guardián en la runa superior"
		"dota_chatwheel_message_Zeus_Ult"			"¡Zeus, usa tu definitiva ahora!"
		"dota_chatwheel_message_Rimshot"			"Ba dum tss"
		"dota_chatwheel_message_Charge"				"¡A la carga!"
		"dota_chatwheel_message_Frog"				"Rana"
		"dota_chatwheel_message_Crash_and_Burn"		"Choque cómico"
		"dota_chatwheel_message_Applause"			"Aplauso"
		"dota_chatwheel_message_Sad_Trombone"		"Trombón triste"
		"dota_chatwheel_message_Crickets"			"Grillos"
		"dota_chatwheel_message_Drum_Roll"			"Redoble de tambor"
		"dota_chatwheel_message_Headshake"			"Sacudida de cabeza"
		"dota_chatwheel_message_Crybaby"			"Llorón"

		"dota_chatwheel_message_TimeAndBothRunes_Before"	"%s1 %s2 (Las Runas de Recompensa y de Poder aparecerán en %s3 s)"
		"dota_chatwheel_message_TimeAndBountyRunes_Before"	"%s1 %s2 (Las Runas de Recompensa aparecerán en %s3 s)"
		"dota_chatwheel_message_TimeAndPowerRunes_Before"	"%s1 %s2 (Las Runas de Poder aparecerán en %s3 s)"

		"dota_chatwheel_message_TimeAndBothRunes_After"		"%s1 %s2 (Las Runas de Recompensa y de Poder han aparecido hace %s3 s)"
		"dota_chatwheel_message_TimeAndBountyRunes_After"	"%s1 %s2 (Las Runas de Recompensa han aparecido hace %s3 s)"
		"dota_chatwheel_message_TimeAndPowerRunes_After"	"%s1 %s2 (las Runas de Poder han aparecido hace %s3 segundos)"

		"dota_chatwheel_message_Day_Night_Cycle_Day"	"Actualmente es de día (quedan %s1)"
		"dota_chatwheel_message_Day_Night_Cycle_Night"	"Actualmente es de noche (quedan %s1)"
		"dota_chatwheel_message_Bockbock"			"Cacareo"
		"dota_chatwheel_message_Kiss"				"Beso"
		"dota_chatwheel_message_Ow"					"Aaau"
		"dota_chatwheel_message_Party_Horn"			"Matasuegras"
		"dota_chatwheel_message_Snore"				"Ronquido"
		"dota_chatwheel_message_Yahoo"				"Yuju"
		"dota_chatwheel_message_Greevil_Laughter"		"Carcajada de Greevil"
		"dota_chatwheel_message_Sparkling_Celebration"	"Celebración espumosa"
		"dota_chatwheel_message_Frostivus_Magic"		"Magia de la Escarcha"
		"dota_chatwheel_message_Sleighbells"			"Cascabeles"
		"dota_chatwheel_message_Oink_Oink"				"¡Oink, oink!"
		"dota_chatwheel_message_Ceremonial_Drums"		"Tambores ceremoniales"
		"dota_chatwheel_message_Celebratory_Gong"		"Gong de celebración"
		"dota_chatwheel_message_Kooka_Laugh"			"Risa de dacelo"
		"dota_chatwheel_message_Monkey_Business"		"Monkey Business"
		"dota_chatwheel_message_Orangutan_Kiss"			"Besazo de orangután"
		"dota_chatwheel_message_Mosquito_Buzz"			"Zumbido de mosquito"
		"dota_chatwheel_message_Crowd_Groan"			"Lamento de multitud"
		"dota_chatwheel_message_Head_Bonk"				"Cabezazo"
		"dota_chatwheel_message_Mic_Drop"				"Caída de micrófono"
		"dota_chatwheel_message_Record_Scratch"			"Disco rayado"
		"dota_chatwheel_message_Ta_Daaaaaa"				"¡Tachán!"
		"dota_chatwheel_message_Ceeb_end"				"¡%s1!"
		"dota_chatwheel_message_Negative"				"Negativo"
		"dota_chatwheel_message_Not_Yet"				"Aún no"
		"dota_chatwheel_message_HappyPenguin"			"Pingüino feliz"
		"dota_chatwheel_message_AnnoyedPenguin"			"Pingüino enfadado"
		"dota_chatwheel_message_FastPenguin"			"¡Brrrum!"
		"dota_chatwheel_message_newbloom_firecrackers"	"¡Pop pop pop!"

		"dota_chatwheel_label_orchit"				"Orquesta"
		"dota_chatwheel_message_orchit"				"Orquesta"
		"dota_chatwheel_label_woopwoo"				"WuupWuuu"
		"dota_chatwheel_message_woopwoo"			"WuupWuuu"
		"dota_chatwheel_label_oops"					"¡Ups!"
		"dota_chatwheel_message_oops"				"¡Ups!"
		"dota_chatwheel_label_moo"					"Muu"
		"dota_chatwheel_message_moo"				"Muu"
		"dota_chatwheel_label_meow"					"Miau"
		"dota_chatwheel_message_meow"				"Miau"
		"dota_chatwheel_label_heehaw"				"Iiiaaaa"
		"dota_chatwheel_message_heehaw"				"Iiiaaaa"
		"dota_chatwheel_label_boing"				"Boing"
		"dota_chatwheel_message_boing"				"Boing"

		"dota_chatwheel_label_Banjo_Charge"			"Embestida de banjo"
		"dota_chatwheel_message_Banjo_Charge"		"Embestida de banjo"
		"dota_chatwheel_label_Choo_Choo"			"Chú-chú"
		"dota_chatwheel_message_Choo_Choo"			"Chú-chú"
		"dota_chatwheel_label_Gong"					"Gong"
		"dota_chatwheel_message_Gong"				"Gong"
		"dota_chatwheel_label_Slide"				"Slide de guitarra"
		"dota_chatwheel_message_Slide"				"Slide de guitarra"
		"dota_chatwheel_label_Uh_Oh"				"Oh, oh..."
		"dota_chatwheel_message_Uh_Oh"				"Oh, oh..."

		"dota_chatwheel_message_Black_Cat"			"¡¡Miau!!"
		"dota_chatwheel_message_Ghost"				"¡Buuuuuu!"
		"dota_chatwheel_message_Nightmare"			"*Ruidos de pesadilla*"
		"dota_chatwheel_message_Scream"				"¡¡Aaaaaaaaah!!"
		"dota_chatwheel_message_Laugh"				"¡Mua, ja, ja, ja, ja!"
		"dota_chatwheel_message_Stabby"				"*Puñaladas de violín*"

		"dota_chatwheel_label_jenkins_voice"		"No es lo que esperaba"
		"dota_chatwheel_message_jenkins_voice"		"Jenkins: ¡No es... en absoluto lo que esperaba!"

		"DOTA_Item_WillPurchaseAlert"					"Voy a comprar %s1 <font color='%s2'>%s3</font>"
		"DOTA_Item_WillPurchaseAlert_GoldRemaining"		"Voy a comprar %s1 <font color='%s2'>%s3</font> (faltan %s4 de oro)"
		"DOTA_Item_WillPurchaseAlert_OutOfStock"		"Voy a comprar %s1 <font color='%s2'>%s3</font> (repuesto en: %s4)"
		"DOTA_Item_WillPurchaseAlert_Suggestion"		"Creo que alguien debería comprar %s1 <font color='%s2'>%s3</font>"
		"DOTA_Item_WillPurchaseAlert_Suggestion_Player"	"Creo que %s4 debería comprar %s1 <font color='%s2'>%s3</font>"
		"DOTA_Item_WillPurchaseAlert_Suggestion_DropInFountain"	"Creo que %s4 debería dejar %s1 <font color='%s2'>%s3</font> en la reserva neutral."
		"DOTA_Item_WillPurchaseAlert_Suggestion_InFountain"		"<font color='%s2'>%s3</font> %s1 está disponible en la reserva neutral"

		"DOTA_BuyBackStateAlert_Ready"				"Resurreción %s1Lista"
		"DOTA_BuyBackStateAlert_Gold"				"Resurreción %s1No tengo suficiente oro (faltan %s2)"
		"DOTA_BuyBackStateAlert_Cooldown"			"Resurreción %s1En recarga (tiempo restante: %s2 s)"
		"DOTA_BuyBackStateAlert_ReapersScythe"		"Resurrección %s1No disponible por Guadaña de la Muerte"
		
		"DOTA_Ability_Ping_Ally_Description"			"<font color='%s1'>%s2</font> aliado %s3 "

		"DOTA_Ability_Ping_Unlearned"			"%s1%s2 %s3No aprendida"
		"DOTA_Ability_Ping_Learn_Ready"			"%s1%s2 %s3Preparado para aprender (nivel %s4)"
		"DOTA_Ability_Ping_Will_Learn"			"Necesito <font color='#DAAF01'>%s4 EXP</font> para aprender %s1%s2 (nivel %s5)"
		"DOTA_Ability_Ping_Future_Learn"		"Necesito %s4 niveles más para aprender %s1%s2 (nivel %s5)"
		"DOTA_Ability_Ping_Ready"				"%s1%s2 (nivel %s4) %s3Lista "
		"DOTA_Ability_Ping_ReadyPassive"		"%s1%s2 (nivel %s4) %s3Pasiva "
		"DOTA_Ability_Ping_ReadyCharges"		"%s1%s2 (nivel %s4) %s3 %s5 cargas"
		"DOTA_Ability_Ping_ReadyPassiveCharges"	"%s1%s2 (nivel %s4) %s3 %s5 cargas"
		"DOTA_Ability_Ping_ReadyChargesWithReplenish"			"%s1%s2 (nivel %s4) %s3 %s5 cargas (reposición en %s6 s)"
		"DOTA_Ability_Ping_ReadyPassiveChargesWithReplenish "	"%s1%s2 (nivel %s4) %s3 %s5 cargas (reposición en %s6 s)"
		"DOTA_Ability_Ping_Mana"				"%s1%s2 (nivel %s5) %s3Sin suficiente maná (se necesita %s4 más)"
		"DOTA_Ability_Ping_Cooldown"			"%s1%s2 (nivel %s5) %s3En recarga (quedan %s4 s)"		
		"DOTA_Ability_Ping_Cooldown_No_Time"	"%s1%s2 (nivel %s4) %sEn recarga"	

		"DOTA_Talent_Ping_Ready"				"<font color='#DAAF01'>Talento de nivel %s1:</font> %s2 %s3Listo"
		"DOTA_Talent_Ping_Unlearned"			"<font color='#DAAF01'>Talento de nivel %s1:</font> %s2 %s3No aprendido"
		"DOTA_Talent_Ping_Ally_Ready"			"<font color='#DAAF01'>Talento de nivel %s1</font> de <font color='%s4'>%s5</font> aliado: %s2 %s3Listo"
		"DOTA_Talent_Ping_Ally_Unlearned"		"<font color='#DAAF01'>Talento de nivel %s1</font> de <font color='%s4'>%s5</font> aliado: %s2 %s3No aprendido"
		"DOTA_Talent_Ping_Enemy_Ready"			"Cuidado, <font color='#DAAF01'>talento de nivel %s1</font> de <font color='%s4'>%s5</font> enemigo: %s2 %s3Listo"
		"DOTA_Talent_Ping_Enemy_Unlearned"		"<font color='#DAAF01'>Talento de nivel %s1</font> de <font color='%s4'>%s5</font> enemigo: %s2 %s3No aprendido"	
		
		"DOTA_AghsStatus_NewAbility_1"			"Nueva habilidad: %s1"
		"DOTA_AghsStatus_NewAbility_2"			"Nuevas habilidades: %s1 y %s2"
		"DOTA_AghsStatus_NewAbility_3"			"Nuevas habilidades: %s1, %s2 y %s3"
		"DOTA_AghsStatus_Upgrade_1"				"Se ha mejorado %s1"
		"DOTA_AghsStatus_Upgrade_2"				"Se han mejorado %s1 y %s2"
		"DOTA_AghsStatus_Upgrade_3"				"Se ha mejorado %s1, %s2 y %s3"
		"DOTA_AghsStatus_AbilityAndUpgrades"	"%s1 y %s2"

		"DOTA_AghsScepter_Ping_Ready"			"<font color='#DAAF01'>Cetro de Aghanim</font>: %s1 %s3Listo"
		"DOTA_AghsScepter_Ping_Unlearned"		"<font color='#DAAF01'>Cetro de Aghanim</font>: %s3No aprendido"
		"DOTA_AghsScepter_Ping_Ally_Ready"		"<font color='#DAAF01'>Cetro de Aghanim</font> de <font color='%s4'>%s5</font> aliado: %s1 %s3Listo"
		"DOTA_AghsScepter_Ping_Ally_Unlearned"	"<font color='#DAAF01'>Cetro de Aghanim</font> de <font color='%s4'>%s5</font> aliado: %s3No aprendido"
		"DOTA_AghsScepter_Ping_Enemy_Ready"		"Cuidado, <font color='#DAAF01'>Cetro de Aghanim</font> de <font color='%s4'>%s5</font> enemigo: %s1 %s3Listo"
		"DOTA_AghsScepter_Ping_Enemy_Unlearned"	"<font color='#DAAF01'>Cetro de Aghanim</font> de <font color='%s4'>%s5</font> enemigo: %s3No aprendido"

		"DOTA_AghsShard_Ping_Ready"				"<font color='#DAAF01'>Fragmento de Aghanim</font>: %s1 %s3Listo"
		"DOTA_AghsShard_Ping_Unlearned"			"<font color='#DAAF01'>Fragmento de Aghanim</font>: %s3No aprendido"
		"DOTA_AghsShard_Ping_Ally_Ready"		"<font color='#DAAF01'>Fragmento de Aghanim</font> de <font color='%s4'>%s5</font> aliado: %s1 %s3Listo"
		"DOTA_AghsShard_Ping_Ally_Unlearned"	"<font color='#DAAF01'>Fragmento de Aghanim</font> de <font color='%s4'>%s5</font> aliado: %s3No aprendido"
		"DOTA_AghsShard_Ping_Enemy_Ready"		"Cuidado, <font color='#DAAF01'>Fragmento de Aghanim</font> de <font color='%s4'>%s5</font> enemigo: %s1 %s3Listo"
		"DOTA_AghsShard_Ping_Enemy_Unlearned"	"<font color='#DAAF01'>Fragmento de Aghanim</font> de <font color='%s4'>%s5</font> enemigo: %s3No aprendido"


		"DOTA_Item_Ping_Ready"					"%s1%s2 %s3Listo"
		"DOTA_Item_Ping_ReadyPassive"			"%s1%s2 %s3Listo"
		"DOTA_Item_Ping_ReadyCharges"			"%s1%s2 %s3Cargas restantes: %s4"
		"DOTA_Item_Ping_ReadyPassiveCharges"	"%s1%s2 %s3Cargas restantes: %s4"
		"DOTA_Item_Time_Remaining"              "%s1%s2 %s3Tiempo restante: %s4:%s5"
		"DOTA_Item_Ping_Mana"					"%s1%s2 %s3No tengo suficiente maná (necesito %s4 más)"
		"DOTA_Item_Ping_Cooldown"				"%s1%s2 %s3En recarga (tiempo restante: %s4 s)"
		"DOTA_Item_Ping_InBackpack"				"%s1%s2 %s3En la mochila"
		"DOTA_Item_Ping_InBackpackCooldown"		"%s1%s2 %s3En la mochila y en recarga (tiempo restante: %s4 s)"
		"DOTA_Item_Ping_InStash"				"%s1%s2 %s3En la reserva"
		"DOTA_Item_Ping_InStashCooldown"		"%s1%s2 %s3En la reserva y en recarga (tiempo restante: %s4 s)"
		"DOTA_Item_Ping_OnCourier"				"%s1%s2 %s3En mensajero"
		"DOTA_Item_Ping_OnCourierDead"			"%s1%s2 %s3En mensajero (muerto durante %s4)"
		"DOTA_Item_Ping_OnCourierCooldown"		"%s1%s2 %s3En mensajero y en recarga (tiempo restante: %s4 s)"
		"DOTA_Item_Ping_NameExtended" "%s1 ( <font color='%s2'>%s3</font> )"


		"DOTA_Item_Ping_Neutral_Offer"			"¿Alguien quiere %s1 %s4?"
		"DOTA_Item_Ping_Neutral_Request"		"Me gustaría que %s3 me diera %s1 %s4"
		"DOTA_Item_Ping_Neutral_Equip"			"Me gustaría que %s3 equipara %s1 %s4"
		
		
		"DOTA_EnemyAbility_Ping"			"Cuidado con %s1 %s2%s3"

		"DOTA_Item_Charge_Ward_Dispenser"		"Guardianes <font color='%s1'>Observadores</font> (x%s2) y <font color='%s3'>Centinelas</font> (x%s4)"
		
		"DOTA_Item_Black_King_Bar_Duration"			"%s1 (%s2 s de duración)"
		"DOTA_Item_With_Level"						"%s1 (nivel %s2)"
		"DOTA_Item_Charge_StackableDescription"		" (x%s1)"
		"DOTA_Item_Charge_Description:p"			" (%s1 carga)#|# (%s1 cargas)"
		"DOTA_Item_Charge_Empty"					"(Vacío)"

		"DOTA_QuickBuyAlert_Cooldown"		" (En recarga. Tiempo restante: %s1 s)"		
		"DOTA_QuickBuyAlert"				"%s1Necesito %s2 de oro para <font color='%s3'>%s4</font>%s5"		
		"DOTA_QuickBuyAlert_Enough"			"%s1Tengo suficiente oro para <font color='%s2'>%s3</font>%s4"		
		"DOTA_QuickBuyAlert_Buyback"				"%s1Necesito %s2 de oro para <font color='%s3'>%s4</font>%s5 y <font color='#00FF00'>resucitar</font>"		
		"DOTA_QuickBuyAlert_Enough_Buyback"			"%s1Tengo suficiente oro para <font color='%s2'>%s3</font>%s4 y <font color='#00FF00'>resucitar</font>"		

		"DOTA_EnemyItem_Alert"			"<font color='%s1'>%s2</font> enemigo tiene %s3 %s4"

		"DOTA_Modifier_Alert"				"Afectado por: <font color='%s1'>%s2%s3</font>%s4"
		"DOTA_Modifier_Alert_Ally_Hero"		"<font color='%s4'>%s5</font> aliado está afectado por <font color='%s1'>%s2%s3</font>%s6"
		"DOTA_Modifier_Alert_Ally_Unit"		"<font color='%s4'>%s5</font> aliado está afectado por <font color='%s1'>%s2%s3</font>%s6"
		"DOTA_Modifier_Alert_Enemy_Hero"	"<font color='%s4'>%s5</font> enemigo está afectado por <font color='%s1'>%s2%s3</font>%s6"
		"DOTA_Modifier_Alert_Enemy_Unit"	"<font color='%s4'>%s5</font> enemigo está afectado por <font color='%s1'>%s2%s3</font>%s6"
