"lang"
{ 
	"Language" "danish" 
	"Tokens" 
	{
		// To create a new key ( like $health ) just add the entry here
		"dota_ability_variable_health"				"helbred"					// $health
		"dota_ability_variable_mana"				"mana"						// $mana
		"dota_ability_variable_armor"				"rustning"						// $armor
		"dota_ability_variable_damage"				"skade"					// $damage
		"dota_ability_variable_str"					"styrke"					// $str
		"dota_ability_variable_int"					"intelligens"				// $int
		"dota_ability_variable_agi"					"agilitet"					// $agi
		"dota_ability_variable_all"					"alle attributter"			// $all
		"dota_ability_variable_primary_attribute"	"primær attribut"			// $primary_attribute
		"dota_ability_variable_attack"				"angrebshastighed"				// $attack
		"dota_ability_variable_hp_regen"			"HP-regenerering"		// $hp_regen
		"dota_ability_variable_lifesteal"			"livsstjæl"					// $lifesteal
		"dota_ability_variable_mana_regen"			"mana-regenerering"			// $mana_regen
		"dota_ability_variable_mana_regen_aura"		"mana-regenerering som aura"	// $mana_regen_aura
		"dota_ability_variable_spell_amp"			"evneskade"				// $spell_amp
		"dota_ability_variable_debuff_amp"			"debuff-varighed"			// $debuff_amp
		"dota_ability_variable_move_speed"			"bevægelseshastighed"			// $move_speed
		"dota_ability_variable_evasion"				"undvigelse"					// $evasion
		"dota_ability_variable_spell_resist"		"magisk resistens"			// $spell_resist
		"dota_ability_variable_spell_lifesteal"		"evnelivsstjæl"			// $spell_lifesteal
		"dota_ability_variable_spell_lifesteal_creep"	"evnelivsstjæl (kryb)"	// $spell_lifesteal_creep
		"dota_ability_variable_spell_lifesteal_hero"	"evnelivsstjæl (helte)"	// $spell_lifesteal_hero
		"dota_ability_variable_selected_attrib"		"valgt attribut"		// $selected_attribute
		"dota_ability_variable_attack_range"		"angrebsrækkevidde <font color='#7d7d7d'>(kun afstandshelte)</font>"	// $attack_range
		"dota_ability_variable_attack_range_melee"	"angrebsrækkevidde <font color='#7d7d7d'>(kun nærkamp)</font>"	// $attack_range_melee
		"dota_ability_variable_cast_range"			"kasterækkevidde"				// $cast_range
		"dota_ability_variable_status_resist"		"statusresistens"			// $status_resist
		"dota_ability_variable_projectile_speed"	"projektilhastighed"			// $projectile_speed
		"dota_ability_variable_manacost_reduction"	"reduceret mana-omkostning"		// $manacost_reduction
		"dota_ability_variable_cooldown_reduction"	"nedkølingsreduktion"		// $cooldown_reduction 
		"dota_ability_variable_max_mana_percentage"	"ekstra maks. mana"			// $max_mana_percentage

		"dota_ability_variable_damage_int_hero"	"skade (intelligenshelte)"
		"DOTA_Tooltip_ability_lina_fiery_soul_fiery_soul_max_stacks"					"MAKS. ANTAL STABLINGER:"
		"DOTA_Tooltip_ability_lina_fiery_soul_fiery_soul_stack_duration"				"VARIGHED:"
		"DOTA_Tooltip_ability_lina_laguna_blade"										"Laguna Blade"
		"DOTA_Tooltip_ability_lina_laguna_blade_Description"							"Affyrer et lyn mod en enkelt fjendtlig enhed, hvilket gør enorm skade."
		"DOTA_Tooltip_ability_lina_laguna_blade_Lore"									"Luften omkring Lina bliver så brændende hed, at den svider en modstander, som kommer for tæt på, med et hvidglødende lyn."
		"DOTA_Tooltip_ability_lina_laguna_blade_Note0"									"Laguna Blade har en forsinkelse på %damage_delay% før skaden gøres efter besværgelsen er kastet, hvilket lader visse evner undgå skaden."
		"DOTA_Tooltip_ability_lina_laguna_blade_damage"									"SKADE:"
		
		"DOTA_Tooltip_ability_lina_flame_cloak"											"Flame Cloak"
		"DOTA_Tooltip_ability_lina_flame_cloak_Lore"									"Et naturligt forsvar velegnet til at holde alt væk lige fra uønskede søstre til snerrende helvedesbæster."
		"DOTA_Tooltip_ability_lina_flame_cloak_Description"								"Giver Lina uhindret bevægelseshastighed og øger hendes besværgelsesskade og magiske resistens."
		"DOTA_Tooltip_ability_lina_flame_cloak_flame_cloak_duration"					"VARIGHED:" 
		"DOTA_Tooltip_ability_lina_flame_cloak_spell_amp"								"%EVNE-AMPLIFIKATION:"
		"DOTA_Tooltip_ability_lina_flame_cloak_magic_resistance"						"%MAGISK RESISTENS:"
		"DOTA_Tooltip_modifier_lina_flame_cloak"						"Flame Cloak"
		"DOTA_Tooltip_modifier_lina_flame_cloak_Description"			"Har uhindret bevægelse. Magisk resistens øget med %dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_BONUS%%%. Besværgelsesskade øget med %dMODIFIER_PROPERTY_SPELL_AMPLIFY_PERCENTAGE_UNIQUE%%%."


		"DOTA_Tooltip_modifier_lina_fiery_soul"						"Fiery Soul"
		"DOTA_Tooltip_modifier_lina_fiery_soul_Description"			"Angrebshastighed øget med %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT% og bevægelseshastighed med %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_lina_laguna_blade"						"Laguna Blade"
		"DOTA_Tooltip_modifier_lina_laguna_blade_Description"			"Bliver snart ramt af naturens kraft."



		//MIRANA
		"DOTA_Tooltip_ability_mirana_arrow"												"Sacred Arrow"
		"DOTA_Tooltip_ability_mirana_arrow_Description"									"Affyrer en pil med dødbringende præcision, som lammer og skader den første fjende, den rammer. Lammelsesvarigheden rækker fra %arrow_min_stun% til %arrow_max_stun% sekunder, med tilføjelse af bonusskade op til %arrow_bonus_damage% afhængigt af afstanden, som pilen rejser til sit mål. Dræber øjeblikkeligt det første ikke-Ancient-kryb, den rammer."
		"DOTA_Tooltip_ability_mirana_arrow_scepter_description"							"Får Sacred Arrow til at frigive en instans af Startstorm på fjender langs den primære pils rejseafstand. Der frigives en sekundær instans af Starstorm på enheden, som rammes af den primære pil."
		"DOTA_Tooltip_ability_mirana_arrow_scepter_radius"								"SØGERADIUS:"
		"DOTA_Tooltip_ability_mirana_arrow_scepter_starstorm_target_pct"				"%SKADE FRA STARSTORM VED TRÆFFER:"
		"DOTA_Tooltip_ability_mirana_arrow_Lore"										"Måneenergier gør månens prinsesses pile mere dødelige end de fleste."
		"DOTA_Tooltip_ability_mirana_arrow_Note0"										"For hver 150 enheder, pilen rejser, øges lammelsesvarigheden ved kontakt med 0,5 sekunder, og bonusskaden, der tilføjes, øges med 14."
		"DOTA_Tooltip_ability_mirana_arrow_Note1"										"Sacred Arrow kan ramme usynlige enheder."
		"DOTA_Tooltip_ability_mirana_arrow_arrow_range"									"RÆKKEVIDDE:"
		"DOTA_Tooltip_ability_mirana_arrow_arrow_min_stun"								"MIN. LAMMELSE:"
		"DOTA_Tooltip_ability_mirana_arrow_arrow_max_stun"								"MAKS. LAMMELSE:"
		"DOTA_Tooltip_ability_mirana_arrow_arrow_bonus_damage"							"MAKS. BONUSSKADE:"
		"DOTA_Tooltip_ability_mirana_invis"												"Moonlight Shadow"
		"DOTA_Tooltip_ability_mirana_invis_Description"									"Gør Mirana og alle allierede helte usynlige og giver øget bevægelseshastighed. Hvis en helts usynlighed brydes, aktiveres den igen efter kort tid, så længe Moonlight Shadows varighed ikke er udløbet."
		"DOTA_Tooltip_ability_mirana_invis_Lore"										"Miranas tjenesteforhold til Selemene gør hende i stand til at formørke jorden, hvilket hyller hendes allierede ind i en skygge-kappe."
		"DOTA_Tooltip_ability_mirana_invis_Note0"										"Påvirkede enheder vil ikke auto-angribe fjender."
		"DOTA_Tooltip_ability_mirana_invis_fade_delay"									"FORSVINDINGSTID:"
		"DOTA_Tooltip_ability_mirana_invis_duration"									"VARIGHED:"
		"DOTA_Tooltip_ability_mirana_invis_bonus_movement_speed"						"%BEVÆGELSESHASTIGHED:"
		"DOTA_Tooltip_ability_mirana_leap"												"Leap"
		"DOTA_Tooltip_ability_mirana_leap_Description"									"Mirana hopper fremad, ind i kampen, hvilket styrker hende med et glubskt brøl, der giver ekstra angrebs- og bevægelseshastighed. Bonus-hastigheden varer i %leap_bonus_duration% sekunder."
		"DOTA_Tooltip_ability_mirana_leap_shard_description"							"Når Sagan lander, affyres der et projektil langs den hoppede afstand, som gør skade og hæmmer ramte fjender. Giver %shard_bonus_charges% ekstra ladning(er)."
		"DOTA_Tooltip_ability_mirana_leap_shard_radius"									"STARTRADIUS:"
		"DOTA_Tooltip_ability_mirana_leap_shard_radius_end"									"SLUTRADIUS:"
		"DOTA_Tooltip_ability_mirana_leap_shard_damage"									"SKADE:"
		"DOTA_Tooltip_ability_mirana_leap_shard_slow_pct"								"%BEVÆGELSESHÆMNING:"
		"DOTA_Tooltip_ability_mirana_leap_shard_slow_duration"							"HÆMNINGSVARIGHED:"
		"DOTA_Tooltip_ability_mirana_leap_Lore"											"Ingen kan overse Miranas ikoniske hvide bæst i kampens hede."
		"DOTA_Tooltip_ability_mirana_leap_leap_distance"								"AFSTAND:"
		"DOTA_Tooltip_ability_mirana_leap_leap_speedbonus"								"%BEVÆGELSESBONUS:"
		"DOTA_Tooltip_ability_mirana_leap_leap_speedbonus_as"							"ANGREBSHASTIGHEDSBONUS:"
		"DOTA_Tooltip_ability_mirana_starfall"											"Starstorm"
		"DOTA_Tooltip_ability_mirana_starfall_Description"								"Nedkalder en bølge af meteorer, som skader fjendtlige enheder i nærheden. Den fjendtlige enhed, som er tættest på Mirana indenfor en radius på %starfall_secondary_radius%, bliver ramt af endnu en meteor med %secondary_starfall_damage_percent%%% af skaden."
		"DOTA_Tooltip_ability_mirana_starfall_Lore"										"Gudinden bryder jordlagene for at styrke sin prinsesse, når det er nødvendigt."
		"DOTA_Tooltip_ability_mirana_starfall_Note0"									"Starstorm blokeres ikke af Linken's Sphere."
		"DOTA_Tooltip_ability_mirana_starfall_Note1"									"Starstorm kan ikke ramme usynlige enheder."
		"DOTA_Tooltip_ability_mirana_starfall_Note2"									"Starstorm vil vælge et nyt mål for den anden stjerne, hvis det første mål dør før nedslaget."
		"DOTA_Tooltip_ability_mirana_starfall_starfall_radius"							"RADIUS:"
		"DOTA_Tooltip_ability_mirana_starfall_damage"									"SKADE:"

		"DOTA_Tooltip_modifier_mirana_leap_charge_counter"								"Leap – antal ladninger"
		"DOTA_Tooltip_modifier_mirana_leap_charge_counter_Description"					"Antal ladninger tilbage af Leap."
		"DOTA_Tooltip_modifier_mirana_leap_buff"					"Leap"
		"DOTA_Tooltip_modifier_mirana_leap_buff_Description"		"Bevægelseshastighed øget med %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%, angrebshastighed øget med  %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%"
		"DOTA_Tooltip_modifier_mirana_starfall_scepter_thinker"				"Starstorm Charge"
		"DOTA_Tooltip_modifier_mirana_starfall_scepter_thinker_Description"	"Starstorm kan kastes automatisk når opladt."
		"DOTA_Tooltip_modifier_mirana_moonlight_shadow"				"Moonlight Shadow"
		"DOTA_Tooltip_modifier_mirana_moonlight_shadow_Description"	"Usynlig. Usynlighed bliver midlertidigt fjernet under udførsel af angreb."
		"DOTA_Tooltip_modifier_mirana_leap_slow"				"Leap"
		"DOTA_Tooltip_modifier_mirana_leap_slow_Description"	"Bevægelseshastighed reduceret med %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."


		//LIFESTEALER
		"DOTA_Tooltip_ability_life_stealer_rage"										"Rage"
		"DOTA_Tooltip_ability_life_stealer_rage_Description"							"Bryd ud i et vanvittigt raseri, bliv immun over for besværgelser, og få øget bevægelseshastighed.\n\nDISPEL-TYPE: Simpel dispel"
		"DOTA_Tooltip_ability_life_stealer_rage_Lore"									"N'aix's sindssyge og brutalitet gør ham til en brutal og ubøjelig modstander i kamp."
		"DOTA_Tooltip_ability_life_stealer_rage_Note0"										"Ved kastning vil mange buffs og debuffs blive fjernet."
		"DOTA_Tooltip_ability_life_stealer_rage_movement_speed_bonus"					"%EKSTRA BEVÆGELSESHASTIGHED:"
		"DOTA_Tooltip_ability_life_stealer_rage_duration"								"VARIGHED:"
		"DOTA_Tooltip_ability_life_stealer_feast"										"Feast"
		"DOTA_Tooltip_ability_life_stealer_feast_Description"							"Lifestealers angreb gør skade og heler ham med en procentdel af målets maksimale HP."		
		"DOTA_Tooltip_ability_life_stealer_feast_Lore"									"Efter at have undsluppet fra sin celle i Devarque har N'aix holdt sig i live ved kød og knogler, som tilhører de uheldige, der krydser hans vej." 
		"DOTA_Tooltip_ability_life_stealer_feast_Note0"									"Påvirker ikke Roshan."
		"DOTA_Tooltip_ability_life_stealer_feast_Note1"									"Helingen er uafhængig af skaden."
		"DOTA_Tooltip_ability_life_stealer_feast_Note2"									"Stabler additivt med andre kilder af livsstjæl."
		"DOTA_Tooltip_ability_life_stealer_feast_hp_leech_percent"						"%MAKS. HP SOM LIVSSTJÆL:"
		"DOTA_Tooltip_ability_life_stealer_feast_hp_damage_percent"						"%MAKS. HP SOM SKADE:"
		"DOTA_Tooltip_ability_life_stealer_ghoul_frenzy"									"Ghoul Frenzy"
		"DOTA_Tooltip_ability_life_stealer_ghoul_frenzy_Description"						"Får passivt Lifestealers angreb til at hæmme fjenders bevægelseshastighed i %duration% sekunder. Giver dig øget angrebshastighed."
		"DOTA_Tooltip_ability_life_stealer_ghoul_frenzy_movement_slow"					"%BEVÆGELSESHÆMNING:"
		"DOTA_Tooltip_ability_life_stealer_ghoul_frenzy_duration"						"VARIGHED:"
		"DOTA_Tooltip_ability_life_stealer_ghoul_frenzy_attack_speed_bonus"				"ØGET ANGREBSHASTIGHED:"
		"DOTA_Tooltip_ability_life_stealer_open_wounds"									"Open Wounds"
		"DOTA_Tooltip_ability_life_stealer_open_wounds_Description"						"Lifestealer flænser en fjendtlig enhed, hvilket hæmmer offerets bevægelseshastighed og gør allierede i stand til at hele HP for en procentdel af deres skade mod enheden. Al skade gjort, inkl. besværgelsesskade, stjæler liv. Den fjendtlige enhed gendanner sin bevægelseshastighed i løbet af evnens varighed. Gør 2% af målets maks. HP som skade med hvert helteangreb. Efter fjenden tager %damage_threshold% skade, spreder evnens effekt sig til en tilfældig fjende inden for %spread_radius% radius, der ikke allerede er påvirket af den."
		"DOTA_Tooltip_ability_life_stealer_open_wounds_Lore"							"Friske sår og færten af blod drager ofte klunsere ud for at afslutte arbejdet."
		"DOTA_Tooltip_ability_life_stealer_open_wounds_Note0"							"Open Wounds hæmmer over 8 forskellige trin: 50% / 50% / 40% / 30% / 20% / 10% / 10% / 10%, hvoraf hæmningen reduceres ét trin per sekund."
		"DOTA_Tooltip_ability_life_stealer_open_wounds_Note1"							"Stabler additivt med andre kilder af livsstjæl."
		"DOTA_Tooltip_ability_life_stealer_open_wounds_heal_percent"					"%LIVSSTJÆL:"
		"DOTA_Tooltip_ability_life_stealer_open_wounds_slow_tooltip"					"%MAKS. HÆMNING:"
		"DOTA_Tooltip_ability_life_stealer_open_wounds_duration"						"VARIGHED:"
		"DOTA_Tooltip_ability_life_stealer_open_wounds_abilitycastrange"					"KASTERÆKKEVIDDE:"
		"DOTA_Tooltip_ability_life_stealer_open_wounds_max_health_as_damage"			"%MAKS. HP SOM SKADE:"
		"DOTA_Tooltip_ability_life_stealer_infest"										"Infest"
		"DOTA_Tooltip_ability_life_stealer_infest_Lore"									"Med denne infestation fortærer N'aix værtens livsblod, hvilket gendanner hans ugudelige kræfter."
		"DOTA_Tooltip_ability_life_stealer_infest_Description"							"Lifestealer befænger en valgt enheds krop, hvori han ikke kan ses af fjender, og heler en procentdel af sit maksimale HP hvert sekund inde i enheden. Han kan derefter eksplodere fra værtskroppen, hvilket skader nærværende fjender. Hvis den befængede enhed er et fjendtlig eller neutralt kryb, kan han overtage enhedens evne til at bevæge sig og angribe. Virker ikke på fjendtlige helte.\n\nDISPEL-TYPE: Simpel dispel"
		"DOTA_Tooltip_ability_life_stealer_infest_Note0"								"Lifestealer får XP, mens han er påvirket af Infest."
		"DOTA_Tooltip_ability_life_stealer_infest_Note1"								"Kryb, som kontrolleres af Lifestealers Infest, får også evnens bonus til bevægelseshastighed."
		"DOTA_Tooltip_ability_life_stealer_infest_Note2"								"Infest i level 2 og 3 kan bruges på Ancient-kryb."
		"DOTA_Tooltip_ability_life_stealer_infest_damage"								"SKADE:"
		"DOTA_Tooltip_ability_life_stealer_infest_radius"								"SKADERADIUS:"
		"DOTA_Tooltip_ability_life_stealer_infest_self_regen"								"%REGENERERING AF EGEN MAKS. HP:"
		"DOTA_Tooltip_ability_life_stealer_infest_bonus_movement_speed"					"%BEVÆGELSESHASTIGHED:"
		"DOTA_Tooltip_ability_life_stealer_infest_bonus_health"							"HELBREDSFORØGELSE:"
		//"DOTA_Tooltip_ability_life_stealer_infest_extra_damage"							"%DAMAGE FROM LIFESTEALER:"
		//"DOTA_Tooltip_ability_life_stealer_infest_extra_armor"							"%ARMOR FROM LIFESTEALER:"
		"DOTA_Tooltip_ability_life_stealer_infest_cooldown_scepter"						"NEDKØLING:"
		"DOTA_Tooltip_ability_life_stealer_infest_cast_range_scepter"					"KASTERÆKKEVIDDE:"
		"DOTA_Tooltip_ability_life_stealer_infest_attack_rate_scepter"					"ANGREBSHASTIGHED:"
		"DOTA_Tooltip_ability_life_stealer_infest_bonus_regen_pct_scepter"					"%ØGET REGENERERING:"
		"DOTA_Tooltip_ability_life_stealer_infest_infest_duration_scepter"				"VARIGHED PÅ FJENDER:"
		"DOTA_Tooltip_ability_life_stealer_control"										"Control"
		"DOTA_Tooltip_ability_life_stealer_control_Description"							"Lifestealer tager kontrol over værtskroppens nervesystem, hvilket lader ham lave bevægelser og uddele angrebsordrer indefra. Kontrollerede enheder deler Lifestealers bevægelseshastighed. Kan ikke bruges på helte."
		"DOTA_Tooltip_ability_life_stealer_consume"										"Consume"
		"DOTA_Tooltip_ability_life_stealer_consume_Description"							"Lifestealer fortærer værtskroppen indefra og eksploderer udad."
		"DOTA_Tooltip_ability_life_stealer_empty_1"										" "
		"DOTA_Tooltip_ability_life_stealer_empty_1_Description"							" "
		"DOTA_Tooltip_ability_life_stealer_empty_2"										" "
		"DOTA_Tooltip_ability_life_stealer_empty_2_Description"							" "
		"DOTA_Tooltip_ability_life_stealer_empty_3"										" "
		"DOTA_Tooltip_ability_life_stealer_empty_3_Description"							" "
		"DOTA_Tooltip_ability_life_stealer_empty_4"										" "
		"DOTA_Tooltip_ability_life_stealer_empty_4_Description"							" "
		"DOTA_Tooltip_ability_life_stealer_assimilate"							"Assimilate"
		"DOTA_Tooltip_ability_life_stealer_assimilate_Description"							"Lifestealer sluger en allieret helt, så denne kan gemme sig i ham. Enhver heling, som Lifestealer modtager, deles med helten indeni. Når en assimileret helt forlader Lifestealer, bryder denne udad og skader fjender i nærheden.\n\nDISPEL-TYPE: Stærk dispel"
		"DOTA_Tooltip_ability_life_stealer_assimilate_damage"		"ERUPT-SKADE:"
		"DOTA_Tooltip_ability_life_stealer_assimilate_radius"		"ERUPT-RADIUS:"		
		"DOTA_Tooltip_ability_life_stealer_assimilate_Lore"		"Hvordan kan Lifestealer modstå fristelsen for en smagsprøve på en allieret?"
		"DOTA_Tooltip_ability_life_stealer_assimilate_eject"							"Eject"
		"DOTA_Tooltip_ability_life_stealer_assimilate_eject_Description"				"Udstøder en opslugt helt, hvilket skader fjender i nærheden."
		"DOTA_Tooltip_ability_life_stealer_assimilate_eject_damage_tooltip"		"ERUPT-SKADE:"
		"DOTA_Tooltip_ability_life_stealer_assimilate_eject_radius_tooltip"			"ERUPT-RADIUS:"		

		"DOTA_Tooltip_modifier_life_stealer_infest"										"Befæster en vært"

		"DOTA_Tooltip_modifier_life_stealer_infest_enemy_hero"							"Inficeret"
		"DOTA_Tooltip_modifier_life_stealer_infest_enemy_hero_Description"				"Du er inficeret af en fjendtlig helt."

		"DOTA_Tooltip_modifier_life_stealer_rage" "Rage"
		"DOTA_Tooltip_modifier_life_stealer_open_wounds" "Open Wounds"
		"DOTA_Tooltip_modifier_life_stealer_open_wounds_Description"	"Bevægelseshastighed reduceret med %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%"
		"DOTA_Tooltip_modifier_life_stealer_ghoul_frenzy_slow" "Ghoul Frenzy"
		"DOTA_Tooltip_modifier_life_stealer_ghoul_frenzy_slow_Description"	"Bevægelseshastighed reduceret med %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_life_stealer_assimilate" "Opslugt"
		"DOTA_Tooltip_modifier_life_stealer_assimilate_Description"	"Skjuler sig inden i Lifestealer. Modtager al heling, som Lifestealer modtager.\n\nHvis du bevæger dig, bruger en evne eller klikker på dette ikon, bryder du ud af Lifestealer og skader fjender i nærheden."

		//FURION
		"DOTA_Tooltip_ability_furion_sprout"											"Sprout"
		"DOTA_Tooltip_ability_furion_sprout_Description"								"Fremspirer en ring af træer omkring en enhed, hvilket fanger den, og giver udsyn i en radius på %vision_range%."
		"DOTA_Tooltip_ability_furion_sprout_shard_description"							"Får de første to træer ødelagt med Sprout til at hidkalde to Greater Treants. Der kan kun være to Greater Treants i live på samme tid."
		"DOTA_Tooltip_ability_furion_sprout_Lore"										"Frodig overgroning er en almen lidelse Nature's Prophets angribere oplever."
		"DOTA_Tooltip_ability_furion_sprout_Note0"										"Sprout kan kastes på enhver enhed eller jorden."
		"DOTA_Tooltip_ability_furion_sprout_Note1"										"Træer skabt af Sprout har det samme samspil med evner som almindelige træer."
		"DOTA_Tooltip_ability_furion_sprout_Note2"										"En Tango, der forbruger et træ skabt af Sprout, giver dobbelt helingstid."
		"DOTA_Tooltip_ability_furion_sprout_duration"									"VARIGHED:"
		"DOTA_Tooltip_ability_furion_sprout_abilitycastrange"						"KASTERÆKKEVIDDE:"
		"DOTA_Tooltip_ability_furion_teleportation"										"Teleportation"
		"DOTA_Tooltip_ability_furion_teleportation_Description"							"Teleporter til et vilkårligt område på kortet."
		"DOTA_Tooltip_ability_furion_teleportation_Lore"								"Profeten holder øje med skoven og beskytter den, når der er brug for det."
		"DOTA_Tooltip_ability_furion_teleportation_Note0"								"Evnens nedkøling og mana-omkostning aktiveres først, når evnen er fuldendt. Evnen koster ikke mana og går ikke på nedkøling, hvis Nature's Prophet bliver afbrudt undervejs."
		"DOTA_Tooltip_ability_furion_teleportation_Note1"								"Når evnen begynder, skabes der en effekt ved målområdet, som er synlig for allierede og fjender."
		"DOTA_Tooltip_ability_furion_teleportation_abilitycastpoint"					"KASTETID:"
		"DOTA_Tooltip_ability_furion_force_of_nature"									"Nature's Call"
		"DOTA_Tooltip_ability_furion_force_of_nature_Description"						"Omdanner et område af træer til Treants, der er under Nature's Prophets kontrol."
		"DOTA_Tooltip_ability_furion_force_of_nature_Lore"								"Verodicia skænkede Profeten evnen til at påkalde Treant-garden: Skovens mytiske, sansende hær."
		"DOTA_Tooltip_ability_furion_force_of_nature_Note0"								"Nature's Call kan kun skabe så mange treants, som der er træer i målområdet."
		"DOTA_Tooltip_ability_furion_force_of_nature_duration"							"VARIGHED (TREANT):"
		"DOTA_Tooltip_ability_furion_force_of_nature_max_treants"						"ANTAL (TREANT):"
		"DOTA_Tooltip_ability_furion_force_of_nature_treant_health_tooltip"				"HELBRED (TREANT):"
		"DOTA_Tooltip_ability_furion_force_of_nature_treant_dmg_tooltip"				"SKADE (TREANT):"
		"DOTA_Tooltip_ability_furion_curse_of_the_forest"								"Curse of the Oldgrowth"
		"DOTA_Tooltip_ability_furion_curse_of_the_forest_Lore"							"Selvom Nature's Prophet er mægtig, så er han ikke altseende, og derfor må han stole på rekognoscering og hjælp fra et mangeårigt netværk af trofaste venner."
		"DOTA_Tooltip_ability_furion_curse_of_the_forest_Description"					"Forbander alle fjendtlige helte inden for %range% afstand, hvilket afslører dem i tågen, hæmmer dem og gør skade over tid afhængigt af antallet af træer inden for %radius% radius. Treants tæller også som træer i dette tilfælde."
		"DOTA_Tooltip_ability_furion_curse_of_the_forest_duration"						"VARIGHED:"
		"DOTA_Tooltip_ability_furion_curse_of_the_forest_damage_per_tree"				"SKADE I SEKUNDET PER TRÆ:"
		"DOTA_Tooltip_ability_furion_curse_of_the_forest_slow_per_tree"					"%HÆMNING PER TRÆ:"
		
		"DOTA_Tooltip_ability_furion_wrath_of_nature"									"Wrath of Nature"
		"DOTA_Tooltip_ability_furion_wrath_of_nature_Description"						"Skadelig energi hopper rundt i slagmarken og rammer synlige fjender tæt på kastepunktet. Hver ramte fjende, efter det første hop, tilføjer skade. Fjender, som dør af denne besværgelser, giver dig bonusskade i %kill_damage_duration% sekunder."
		"DOTA_Tooltip_ability_furion_wrath_of_nature_scepter_description"				"Reducerer nedkølingen til %scepter_cooldown%s. Fastgør alle fjender, der rammes. Varigheden varierer fra %scepter_min_entangle_duration%s op til %scepter_max_entangle_duration%s ved maks. antal hop."
		"DOTA_Tooltip_ability_furion_wrath_of_nature_Lore"								"Nature's Prophet kalder på Verodicias vrede for at ramme dem, der måtte hærge vildnisset."
		"DOTA_Tooltip_ability_furion_wrath_of_nature_Note0"								"Wrath of Nature vil ikke ramme enheder ude af syne."
		"DOTA_Tooltip_ability_furion_wrath_of_nature_Note1"								"Kan kastes via minikortet; det nærmeste gyldige mål vil blive valgt."
		"DOTA_Tooltip_ability_furion_wrath_of_nature_max_targets"						"MAKS. ANTAL MÅL:"
		"DOTA_Tooltip_ability_furion_wrath_of_nature_damage"							"SKADE:"
		"DOTA_Tooltip_ability_furion_wrath_of_nature_damage_percent_add"				"%EKSTRA SKADE PER HOP:"
		"DOTA_Tooltip_ability_furion_wrath_of_nature_kill_damage"				"BONUSSKADE PER ENHED:"
		"DOTA_Tooltip_ability_furion_wrath_of_nature_kill_damage_duration"				"VARIGHED FOR BONUSSKADE:"
