"lang"
{ 
	"Language" "schinese" 
	"Tokens" 
	{

		"DOTA_ItemOnSale"		"特价！"
		"dota_chatwheel_message_Split_Push"			"我们分头带线"
		"dota_chatwheel_message_Coming_To_Gank"		"我来抓人了"
		"dota_chatwheel_message_Request_Gank"		"需要gank"
		"dota_chatwheel_message_Fight_Under_Tower"	"引到塔下再杀"
		"dota_chatwheel_message_Deny_Tower"			"快反补防御塔！"
		"dota_chatwheel_message_Buy_Courier"		"求好心人买个信使"
		"dota_chatwheel_message_Upgrade_Courier"	"有没有好心人升级信使啊？"
		"dota_chatwheel_message_Need_Detection"		"我们需要反隐道具"
		"dota_chatwheel_message_They_Have_Detection" "他们有反隐道具，别乱上"
		"dota_chatwheel_message_Buy_TP" 			"快去买回城卷轴"
		"dota_chatwheel_message_Reuse_Courier"		"再用下信使"
		"dota_chatwheel_message_Deward"				"来人反眼"
		"dota_chatwheel_message_Building_Mek"		"我在做梅肯"
		"dota_chatwheel_message_Building_Pipe"		"我在做笛子"
		"dota_chatwheel_message_Stack_And_Pull"		"帮忙拉下双野，谢谢"
		"dota_chatwheel_message_Pull"				"帮忙拉下野，谢谢"
		"dota_chatwheel_message_Pulling"			"我去拉野了"
		"dota_chatwheel_message_Stack"				"帮忙拉下大野，谢谢"
		"dota_chatwheel_message_Jungling"			"我在打野"
		"dota_chatwheel_message_Roshan"				"肉山"
		"dota_chatwheel_message_Affirmative"		"没问题"
		"dota_chatwheel_message_Wait"				"等等"
		"dota_chatwheel_message_Pause"				"快按暂停！"
		"dota_chatwheel_message_Current_Time"		"当前游戏时间"
		"dota_chatwheel_message_Check_Runes"		"帮忙看下符"
		"dota_chatwheel_message_Smoke_Gank"			"我们来开雾去抓人！"
		"dota_chatwheel_message_GLHF"				"祝大伙好运，玩的开心"
		"dota_chatwheel_message_Nice"				"漂亮"
		"dota_chatwheel_message_Thanks"				"谢谢！"
		"dota_chatwheel_message_Sorry"				"不好意思"
		"dota_chatwheel_message_No_Give_Up"			"别放弃！"
		"dota_chatwheel_message_Just_Happened"		"是不是亮瞎了"
		"dota_chatwheel_message_Game_Is_Hard"		"这游戏好难玩"
		"dota_chatwheel_message_New_Meta"			"路子好野啊"
		"dota_chatwheel_message_My_Bad"				"我的错"
		"dota_chatwheel_message_Regret"				"我刚放出来就后悔了"
		"dota_chatwheel_message_Relax"				"别紧张，你这样没事"
		"dota_chatwheel_message_MissingHero"		"%s1不见了！"
		"dota_chatwheel_message_ReturnedHero"		"%s1回来了！"
		"dota_chatwheel_message_MissingHero:g"		"%s1不见了！"
		"dota_chatwheel_message_ReturnedHero:g"		"%s1回来了！"
		"dota_chatwheel_message_GG"					"相当精彩的比赛"
		"dota_chatwheel_message_GGWP"				"技不如人，甘拜下风"
		"dota_chatwheel_message_All_GG"				"相当精彩的比赛"
		"dota_chatwheel_message_All_GGWP"			"技不如人，甘拜下风"
		"dota_chatwheel_message_What_To_Buy"		"请教一下，我该出什么？"
		"dota_chatwheel_message_Im_Retreating"		"我要撤了，你别乱上"
		"dota_chatwheel_message_Space_Created"		"这下拉扯出一点空间了"
		"dota_chatwheel_message_Whoops"				"哎呀我的锅"
		"dota_chatwheel_message_Tower_then_Back"	"拿了塔就果断走，别浪"
		"dota_chatwheel_message_Barracks_then_Back"	"拿了兵营就果断走，别浪"
		"dota_chatwheel_message_Ward_Bottom_Rune"	"帮忙给下河道符点插眼，谢谢！"
		"dota_chatwheel_message_Ward_Top_Rune"		"帮忙给上河道符点插眼，谢谢！"
		"dota_chatwheel_message_Zeus_Ult"			"他要残血逃了，宙斯快放大！"
		"dota_chatwheel_message_Rimshot"			"Ba-dum tishh"
		"dota_chatwheel_message_Charge"				"冲锋"
		"dota_chatwheel_message_Frog"				"青蛙"
		"dota_chatwheel_message_Crash_and_Burn"		"坠毁"
		"dota_chatwheel_message_Applause"			"鼓掌"
		"dota_chatwheel_message_Sad_Trombone"		"悲伤长号"
		"dota_chatwheel_message_Crickets"			"蟋蟀"
		"dota_chatwheel_message_Drum_Roll"			"击鼓"
		"dota_chatwheel_message_Headshake"			"摇头"
		"dota_chatwheel_message_Crybaby"			"爱哭鬼"

		"dota_chatwheel_message_TimeAndBothRunes_Before"	"%s1%s2（赏金和强化神符将在%s3秒后出现）"
		"dota_chatwheel_message_TimeAndBountyRunes_Before"	"%s1%s2（赏金神符将在%s3秒后出现）"
		"dota_chatwheel_message_TimeAndPowerRunes_Before"	"%s1%s2（强化神符将在%s3秒后出现）"

		"dota_chatwheel_message_TimeAndBothRunes_After"		"%s1%s2（赏金和强化神符在%s3秒前产生）"
		"dota_chatwheel_message_TimeAndBountyRunes_After"	"%s1%s2（赏金神符在%s3秒前产生）"
		"dota_chatwheel_message_TimeAndPowerRunes_After"	"%s1%s2（强化神符在%s3秒前产生）"

		"dota_chatwheel_message_Day_Night_Cycle_Day"	"当前为白天（剩余时间%s1）"
		"dota_chatwheel_message_Day_Night_Cycle_Night"	"当前为夜晚（剩余时间%s1）"
		"dota_chatwheel_message_Bockbock"			"咯咯"
		"dota_chatwheel_message_Kiss"				"亲亲"
		"dota_chatwheel_message_Ow"					"嗷嗷"
		"dota_chatwheel_message_Party_Horn"			"喇叭"
		"dota_chatwheel_message_Snore"				"打呼"
		"dota_chatwheel_message_Yahoo"				"野人"
		"dota_chatwheel_message_Greevil_Laughter"		"贪魔笑声"
		"dota_chatwheel_message_Sparkling_Celebration"	"闪耀之庆"
		"dota_chatwheel_message_Frostivus_Magic"		"迎霜节魔法"
		"dota_chatwheel_message_Sleighbells"			"雪橇铃铛"
		"dota_chatwheel_message_Oink_Oink"				"哼哼"
		"dota_chatwheel_message_Ceremonial_Drums"		"敲鼓"
		"dota_chatwheel_message_Celebratory_Gong"		"鸣锣"
		"dota_chatwheel_message_Kooka_Laugh"			"笑翠鸟笑声"
		"dota_chatwheel_message_Monkey_Business"		"猢狲把戏"
		"dota_chatwheel_message_Orangutan_Kiss"			"肥猩猩飞吻"
		"dota_chatwheel_message_Mosquito_Buzz"			"蚊子嗡嗡声"
		"dota_chatwheel_message_Crowd_Groan"			"人群叹息"
		"dota_chatwheel_message_Head_Bonk"				"头部撞击"
		"dota_chatwheel_message_Mic_Drop"				"丢下话筒"
		"dota_chatwheel_message_Record_Scratch"			"唱片刮擦"
		"dota_chatwheel_message_Ta_Daaaaaa"				"嗒哒～"
		"dota_chatwheel_message_Ceeb_end"				"%s1！"
		"dota_chatwheel_message_Negative"				"不行"
		"dota_chatwheel_message_Not_Yet"				"尚未就绪"
		"dota_chatwheel_message_HappyPenguin"			"快乐的企鹅"
		"dota_chatwheel_message_AnnoyedPenguin"			"愤怒的企鹅"
		"dota_chatwheel_message_FastPenguin"			"呜噜噜！"
		"dota_chatwheel_message_newbloom_firecrackers"	"噼里啪啦！"

		"dota_chatwheel_label_orchit"				"管弦乐齐奏"
		"dota_chatwheel_message_orchit"				"管弦乐齐奏"
		"dota_chatwheel_label_woopwoo"				"呜呜"
		"dota_chatwheel_message_woopwoo"			"呜呜"
		"dota_chatwheel_label_oops"					"哎呀"
		"dota_chatwheel_message_oops"				"哎呀"
		"dota_chatwheel_label_moo"					"哞"
		"dota_chatwheel_message_moo"				"哞"
		"dota_chatwheel_label_meow"					"喵"
		"dota_chatwheel_message_meow"				"喵"
		"dota_chatwheel_label_heehaw"				"嘻哈"
		"dota_chatwheel_message_heehaw"				"嘻哈"
		"dota_chatwheel_label_boing"				"啵嘤"
		"dota_chatwheel_message_boing"				"啵嘤"

		"dota_chatwheel_label_Banjo_Charge"			"班卓琴冲锋声"
		"dota_chatwheel_message_Banjo_Charge"		"班卓琴冲锋声"
		"dota_chatwheel_label_Choo_Choo"			"啾啾"
		"dota_chatwheel_message_Choo_Choo"			"啾啾"
		"dota_chatwheel_label_Gong"					"铜锣"
		"dota_chatwheel_message_Gong"				"铜锣"
		"dota_chatwheel_label_Slide"				"滑梯"
		"dota_chatwheel_message_Slide"				"滑梯"
		"dota_chatwheel_label_Uh_Oh"				"啊哦"
		"dota_chatwheel_message_Uh_Oh"				"啊哦"

		"dota_chatwheel_message_Black_Cat"			"喵！！"
		"dota_chatwheel_message_Ghost"				"嘿~~~~"
		"dota_chatwheel_message_Nightmare"			"*梦魇噪声*"
		"dota_chatwheel_message_Scream"				"呃~~~~"
		"dota_chatwheel_message_Laugh"				"咩哈哈哈哈！"
		"dota_chatwheel_message_Stabby"				"*小提琴尖声*"

		"dota_chatwheel_label_jenkins_voice"		"Not What I expected"
		"dota_chatwheel_message_jenkins_voice"		"Jenkins - It's... absolutely not what I expected!"

		"DOTA_Item_WillPurchaseAlert"					"我准备出%s1<font color='%s2'>%s3</font>"
		"DOTA_Item_WillPurchaseAlert_GoldRemaining"		"我准备出%s1<font color='%s2'>%s3</font>（还差%s4金）"
		"DOTA_Item_WillPurchaseAlert_OutOfStock"		"我准备出%s1<font color='%s2'>%s3</font>（%s4后可以购买）"
		"DOTA_Item_WillPurchaseAlert_Suggestion"		"我觉得需要出%s1<font color='%s2'>%s3</font>"
		"DOTA_Item_WillPurchaseAlert_Suggestion_Player"	"我觉得%s4应该出%s1 <font color='%s2'>%s3</font>"
		"DOTA_Item_WillPurchaseAlert_Suggestion_DropInFountain"	"我觉得%s4应该把%s1 <font color='%s2'>%s3</font>放进中立物品储藏处里。"
		"DOTA_Item_WillPurchaseAlert_Suggestion_InFountain"		"<font color='%s2'>%s3</font> %s1在中立物品储藏处中可用"

		"DOTA_BuyBackStateAlert_Ready"				"买活%s1准备就绪"
		"DOTA_BuyBackStateAlert_Gold"				"买活%s1金钱不足（还需%s2）"
		"DOTA_BuyBackStateAlert_Cooldown"			"买活%s1冷却中（还剩%s2秒）"
		"DOTA_BuyBackStateAlert_ReapersScythe"		"买活%s1死神镰刀效果无法买活"
		
		"DOTA_Ability_Ping_Ally_Description"			"队友<font color='%s1'>%s2</font> %s3 "

		"DOTA_Ability_Ping_Unlearned"			"%s1%s2 %s3尚未学习"
		"DOTA_Ability_Ping_Learn_Ready"			"%s1%s2%s3可以学习（技能等级%s4）"
		"DOTA_Ability_Ping_Will_Learn"			"我还需要<font color='#DAAF01'>%s4点经验</font>才能学习%s1%s2（%s5级）"
		"DOTA_Ability_Ping_Future_Learn"		"我还需要升%s4级才能学习%s1%s2（%s5级）"
		"DOTA_Ability_Ping_Ready"				"%s1%s2（%s4级）%s3已就绪"
		"DOTA_Ability_Ping_ReadyPassive"		"%s1%s2（%s4级）%s3被动"
		"DOTA_Ability_Ping_ReadyCharges"		"%s1%s2（%s4级）%s3%s5点能量点数"
		"DOTA_Ability_Ping_ReadyPassiveCharges"	"%s1%s2（%s4级）%s3%s5点能量点数"
		"DOTA_Ability_Ping_ReadyChargesWithReplenish"			"%s1%s2（%s4级）%s3%s5点能量点数（%s6秒后补充一点）"
		"DOTA_Ability_Ping_ReadyPassiveChargesWithReplenish "	"%s1%s2（%s4级）%s3%s5点能量点数（%s6秒后补充一点）"
		"DOTA_Ability_Ping_Mana"				"%s1%s2（%s5级）%s3魔法不足（还需要%s4点）"
		"DOTA_Ability_Ping_Cooldown"			"%s1%s2（%s5级）%s3冷却中（还有%s4秒）"		
		"DOTA_Ability_Ping_Cooldown_No_Time"	"%s1%s2（%s4级）%s3冷却中"	

		"DOTA_Talent_Ping_Ready"				"<font color='#DAAF01'>%s1级天赋：</font>%s2 %s3已选择"
		"DOTA_Talent_Ping_Unlearned"			"<font color='#DAAF01'>%s1级天赋：</font>%s2 %s3未学习"
		"DOTA_Talent_Ping_Ally_Ready"			"队友<font color='%s4'>%s5</font><font color='#DAAF01'>%s1级天赋：</font>%s2 %s3已选择"
		"DOTA_Talent_Ping_Ally_Unlearned"		"队友<font color='%s4'>%s5</font><font color='#DAAF01'>%s1级天赋：</font>%s2 %s3未学习"
		"DOTA_Talent_Ping_Enemy_Ready"			"注意，敌人<font color='%s4'>%s5</font><font color='#DAAF01'>%s1级天赋：</font>%s2 %s3已选择"
		"DOTA_Talent_Ping_Enemy_Unlearned"		"敌人<font color='%s4'>%s5</font><font color='#DAAF01'>%s1级天赋：</font>%s2 %s3未学习"	
		
		"DOTA_AghsStatus_NewAbility_1"			"新技能：%s1"
		"DOTA_AghsStatus_NewAbility_2"			"新技能：%s1，%s2"
		"DOTA_AghsStatus_NewAbility_3"			"新技能：%s1，%s2，%s3"
		"DOTA_AghsStatus_Upgrade_1"				"已升级%s1"
		"DOTA_AghsStatus_Upgrade_2"				"已升级%s1，%s2"
		"DOTA_AghsStatus_Upgrade_3"				"已升级%s1，%s2，%s3"
		"DOTA_AghsStatus_AbilityAndUpgrades"	"%s1和%s2"

		"DOTA_AghsScepter_Ping_Ready"			"<font color='#DAAF01'>阿哈利姆神杖</font>：%s1 %s3已就绪"
		"DOTA_AghsScepter_Ping_Unlearned"		"<font color='#DAAF01'>阿哈利姆神杖</font>：%s1 %s3未学习"
		"DOTA_AghsScepter_Ping_Ally_Ready"		"队友<font color='%s4'>%s5</font> <font color='#DAAF01'>阿哈利姆神杖</font>：%s1 %s3已就绪"
		"DOTA_AghsScepter_Ping_Ally_Unlearned"	"队友<font color='%s4'>%s5</font> <font color='#DAAF01'>阿哈利姆神杖</font>：%s1 %s3未学习"
		"DOTA_AghsScepter_Ping_Enemy_Ready"		"注意，敌人<font color='%s4'>%s5</font> <font color='#DAAF01'>阿哈利姆神杖</font>：%s1 %s3已就绪"
		"DOTA_AghsScepter_Ping_Enemy_Unlearned"	"敌人<font color='%s4'>%s5</font> <font color='#DAAF01'>阿哈利姆神杖</font>：%s3未学习"

		"DOTA_AghsShard_Ping_Ready"				"<font color='#DAAF01'>阿哈利姆魔晶</font>：%s1 %s3已就绪"
		"DOTA_AghsShard_Ping_Unlearned"			"<font color='#DAAF01'>阿哈利姆魔晶</font>：%s3未学习"
		"DOTA_AghsShard_Ping_Ally_Ready"		"队友<font color='%s4'>%s5</font> <font color='#DAAF01'>阿哈利姆魔晶</font>：%s1 %s3已就绪"
		"DOTA_AghsShard_Ping_Ally_Unlearned"	"队友<font color='%s4'>%s5</font> <font color='#DAAF01'>阿哈利姆魔晶</font>：%s1 %s3未学习"
		"DOTA_AghsShard_Ping_Enemy_Ready"		"注意，敌人<font color='%s4'>%s5</font> <font color='#DAAF01'>阿哈利姆魔晶</font>：%s1 %s3已就绪"
		"DOTA_AghsShard_Ping_Enemy_Unlearned"	"敌人<font color='%s4'>%s5</font> <font color='#DAAF01'>阿哈利姆魔晶</font>：%s3未学习"


		"DOTA_Item_Ping_Ready"					"%s1%s2 %s3准备就绪"
		"DOTA_Item_Ping_ReadyPassive"			"%s1%s2%s3已就位"
		"DOTA_Item_Ping_ReadyCharges"			"%s1%s2 %s3剩余能量点数：%s4"
		"DOTA_Item_Ping_ReadyPassiveCharges"	"%s1%s2 %s3剩余能量点数：%s4"
		"DOTA_Item_Time_Remaining"              "%s1%s2%s3剩余时间：%s4:%s5"
		"DOTA_Item_Ping_Mana"					"%s1%s2 %s3魔法不足（还需要%s4点）"
		"DOTA_Item_Ping_Cooldown"				"%s1%s2 %s3冷却中（还剩%s4秒）"
		"DOTA_Item_Ping_InBackpack"				"%s1%s2 %s3在背包里"
		"DOTA_Item_Ping_InBackpackCooldown"		"%s1%s2 %s3刚从背包中取出，处于冷却中（还剩%s4秒）"
		"DOTA_Item_Ping_InStash"				"%s1%s2 %s3在储藏处中"
		"DOTA_Item_Ping_InStashCooldown"		"%s1%s2 %s3在储藏处中且处于冷却状态（剩余%s4秒）"
		"DOTA_Item_Ping_OnCourier"				"%s1%s2 %s3在信使上"
		"DOTA_Item_Ping_OnCourierCooldown"		"%s1%s2 %s3在信使上且处于冷却状态（剩余%s4秒）"
		"DOTA_Item_Ping_NameExtended" "%s1（<font color='%s2'>%s3</font>）"


		"DOTA_Item_Ping_Neutral_Offer"			"有人要%s1 %s4吗？"
		"DOTA_Item_Ping_Neutral_Request"		"我想要%s3给我%s1 %s4"
		"DOTA_Item_Ping_Neutral_Equip"			"我想要%s3装备%s1 %s4"
		
		
		"DOTA_EnemyAbility_Ping"			"注意提防%s1 %s2%s3"

		"DOTA_Item_Charge_Ward_Dispenser"		"<font color='%s1'>侦察</font>（x%s2）和<font color='%s3'>岗哨</font>（x%s4）守卫"
		
		"DOTA_Item_Black_King_Bar_Duration"			"%s1（%s2秒持续时间）"
		"DOTA_Item_With_Level"						"%s1（%s2级）"
		"DOTA_Item_Charge_StackableDescription"		"（x%s1）"
		"DOTA_Item_Charge_Description:p"			"（%s1点能量点数）#|#（%s1点能量点数）"
		"DOTA_Item_Charge_Empty"					"（空）"

		"DOTA_QuickBuyAlert_Cooldown"		"（冷却中，剩余%s1秒）"		
		"DOTA_QuickBuyAlert"				"%s1还需要%s2金才能购买<font color='%s3'>%s4</font>%s5"		
		"DOTA_QuickBuyAlert_Enough"			"%s1我可以马上购买<font color='%s2'>%s3</font>%s4"		
		"DOTA_QuickBuyAlert_Buyback"				"%s1需要%s2金才能购买<font color='%s3'>%s4</font>%s5并<font color='#00FF00'>买活</font>"		
		"DOTA_QuickBuyAlert_Enough_Buyback"			"%s1我已经可以购买<font color='%s2'>%s3</font>%s4并<font color='#00FF00'>买活</font>"		

		"DOTA_EnemyItem_Alert"			"敌人<font color='%s1'>%s2</font>身上有%s3%s4"

		"DOTA_Modifier_Alert"				"正处于<font color='%s1'>%s2%s3</font>%s4的作用下"
		"DOTA_Modifier_Alert_Ally_Hero"		"队友 <font color='%s4'>%s5</font> 处于：<font color='%s1'>%s2%s3</font>%s6"
		"DOTA_Modifier_Alert_Ally_Unit"		"队友 <font color='%s4'>%s5</font> 处于：<font color='%s1'>%s2%s3</font>%s6作用下"
		"DOTA_Modifier_Alert_Enemy_Hero"	"敌人 <font color='%s4'>%s5</font> 处于：<font color='%s1'>%s2%s3</font>%s6作用下"
		"DOTA_Modifier_Alert_Enemy_Unit"	"敌人 <font color='%s4'>%s5</font> 处于：<font color='%s1'>%s2%s3</font>%s6作用下"
		"DOTA_Modifier_Alert_Self_BH_Track"		"处于：<font color='%s1'>%s2%s3</font>作用下并拥有<font color='#FFCC33'>%s6</font>金%s7"
		"DOTA_Modifier_Alert_Enemy_BH_Track"	"敌人 <font color='%s4'>%s5</font>处于：<font color='%s1'>%s2%s3</font>并拥有<font color='#FFCC33'>%s6</font>金%s7"
		"DOTA_Modifier_Alert_Ally_BH_Track"		"队友 <font color='%s4'>%s5</font>处于：<font color='%s1'>%s2%s3</font>并拥有<font color='#FFCC33'>%s6</font>金%s7"
		"DOTA_Modifier_Alert_Self_SB_ChargeOfDarknessTarget"	"%s3向%s3 <font color='%s6'>%s7</font>冲刺"
		"DOTA_Modifier_Alert_Ally_SB_ChargeOfDarknessTarget"	"队友<font color='%s4'>%s5</font>%s3向%s3<font color='%s6'>%s7</font>冲刺"
		"DOTA_Modifier_Alert_Enemy_SB_ChargeOfDarknessTarget"	"敌人<font color='%s4'>%s5</font>正受到：<font color='%s1'>%s2</font>"

		"DOTA_Modifier_Alert_Time_Remaining"	"（剩余%s1秒）"

		"DOTA_EmptyTeleport_Alert_Self_Ready"		"我没带<font color='#FFFFFF'>回城卷轴</font>"
		"DOTA_EmptyTeleport_Alert_Self_OnCooldown"	"我没带<font color='#FFFFFF'>回城卷轴</font>（冷却中，还剩%s1秒）"
		"DOTA_EmptyTeleport_Alert_Ally_Ready"		"队友<font color='%s3'>%s4</font>%s2没带<font color='#FFFFFF'>回城卷轴</font>"
		"DOTA_EmptyTeleport_Alert_Ally_OnCooldown"	"队友<font color='%s3'>%s4</font>%s2没带<font color='#FFFFFF'>回城卷轴</font>（冷却中，还剩%s1秒）"
		"DOTA_EmptyTeleport_Alert_Enemy_Ready"		"敌人<font color='%s3'>%s4</font>%s2没带<font color='#FFFFFF'>回城卷轴</font>"

		"DOTA_EmptyNeutralItem_Alert_Self"		"我还没有装备<font color='#FFFFFF'>中立物品</font>。"
		"DOTA_EmptyNeutralItem_Alert_Ally"		"队友<font color='%s3'>%s4</font> %s2没有装备<font color='#FFFFFF'>中立物品</font>。"
		"DOTA_EmptyNeutralItem_Alert_Enemy"		"敌人<font color='%s3'>%s4</font> %s2没有装备<font color='#FFFFFF'>中立物品</font>。"

		"DOTA_HPMana_Percentage"	"%s1%"
		"DOTA_HPMana_Alert_Self"	"我拥有<font color='#00FF00'>%s3生命</font>和<font color='#257FF6'>%s4魔法</font>"
		"DOTA_HPMana_Alert_Ally"	"队友 <font color='%s1'>%s2</font>拥有<font color='#00FF00'>%s3生命</font>和<font color='#257FF6'>%s4魔法</font>"
		"DOTA_HPMana_Alert_Enemy"	"敌人<font color='%s1'>%s2</font>拥有<font color='#FA3009'>%s3生命</font>和<font color='#257FF6'>%s4魔法</font>"
		"DOTA_HPMana_Alert_Self_Dead"	"我还有%s3秒复活！"
		"DOTA_HPMana_Alert_Ally_Dead"	"队友 <font color='%s1'>%s2</font>还有%s3秒复活！"
		"DOTA_HPMana_Alert_Enemy_Dead"	"敌人<font color='%s1'>%s2</font>将在%s3秒后复活！"
		"DOTA_HPMana_Alert_Self_DeadNoRespawn"	"我阵亡了！"
		"DOTA_HPMana_Alert_Ally_DeadNoRespawn"	"队友<font color='%s1'>%s2</font>阵亡了！"
		"DOTA_HPMana_Alert_Enemy_DeadNoRespawn"	"敌人<font color='%s1'>%s2</font>阵亡了！"
		"DOTA_HP_Alert_NPC"		"%s1拥有<font color='#00FF00'>%s2生命</font>"
		"DOTA_HP_Alert_Enemy_NPC"	"敌方%s1拥有<font color='#00FF00'>%s2生命</font>"
		"DOTA_HPMana_Alert_NPC"		"%s1拥有<font color='#00FF00'>%s2生命</font>和<font color='#257FF6'>%s3魔法</font>"
		"DOTA_HPMana_Alert_Enemy_NPC"	"敌方 %s1拥有<font color='#00FF00'>%s2生命</font>和<font color='#257FF6'>%s3魔法</font>"
		"DOTA_HP_Alert_Healer_Ready"	"%s2快来圣坛这！"
		"DOTA_HP_Alert_Healer_Cooldown"	"%s4庇佑冷却完毕还需%s3"
		"DOTA_HP_Alert_Courier_Respawn"	"%s2信使复活还有%s1"

		"DOTA_XP_Alert_Self_Capped"	"我已升到满级！"
		"DOTA_XP_Alert_Self"		"我还需要<font color='#DAAF01'>%s1经验</font>达到<font color='#DAAF01'>%s2级</font>"
		"DOTA_XP_Alert_Ally_Capped"	"<font color='%s1'>%s2</font>已达到满级！"
		"DOTA_XP_Alert_Ally"		"<font color='%s1'>%s2</font>需要<font color='#DAAF01'>%s3经验</font>达到<font color='#DAAF01'>%s4级</font>"
		"DOTA_XP_Alert_Enemy_Capped"	"敌人<font color='%s1'>%s2</font>已达到满级！"
		"DOTA_XP_Alert_Enemy"			"敌人<font color='%s1'>%s2</font>为<font color='#DAAF01'>%s3级</font>"
