"dota"
{
"DOTA_Accept"	"Accepter"
"npc_dota_hero_rattletrap_hype"	"Se projetant vers ses ennemis avec son grappin, Clockwerk isole ses ennemis et les arrose copieusement d'explosions étourdissantes. Lorsqu'il explore le champ de bataille avec ses fusées éclairantes, il parvient toujours à trouver ses cibles."
"npc_dota_hero_crystal_maiden_hype"	"Capable de fournir du mana à ses alliés tout en ralentissant les ennemis pour assurer leurs trépas, la Crystal Maiden représente un véritable atout pour l'équipe. Lorsque l'opportunité se présente, elle peut déchaîner sa capacité ultime pour anéantir ses adversaires sous un déluge de glace."
"npc_dota_hero_dark_seer_hype"	"Stratège et polyvalent, le Dark Seer excelle dans l'art de manipuler la position de ses ennemis. Jetant ses adversaires au milieu d'un tourbillon d'attaques alliées, il peut retourner les forces de ses ennemis contre eux-mêmes en les attirant à travers son mur répliquant."
"npc_dota_hero_dazzle_hype"	"Né pour soutenir ses comparses au combat, Dazzle maintient en vie ses alliés blessés afin qu'ils puissent de nouveau faire pleuvoir la mort dans les rangs ennemis. Son étrange magie se faufile au sein des armures proches, affaiblissant ses ennemis et renforçant ses alliés."
"npc_dota_hero_death_prophet_hype"	"Lorsqu'elle libère son armée de fantômes, la Death Prophet excelle dans l’anéantissement des adversaires ou de leurs défenses. Vague après vague, elle dirige l'assaut de son armée contre la base ennemie, rares sont les défenses capables de résister à son courroux."
"npc_dota_hero_disruptor_hype"	"Disruptor est le grand perturbateur des stratégies ennemies. Capable d'ériger d'insurmontables barrières pour piéger ses cibles et de les réduire au silence, il peut également, s'il le souhaite, renvoyer les imprudents à l'endroit d'où ils viennent."
"npc_dota_hero_doom_bringer_hype"	"D'une façon ou d'une autre, Doom décourage les forces ennemies. Dévorant les creep et s'accaparant les nombreuses capacités qu'ils avaient de leurs vivants, il peut apposer un silence persistant sur les sorts et les objets d'un adversaire avec sa capacité ultime tout en les rôtissant dans un feu infernal."
"npc_dota_hero_dragon_knight_hype"	"Lorsqu'il revêt sa forme draconique, le Dragon Knight effraye tous ceux qu'il croise. Puissant et polyvalent, il étourdit ses ennemis et consume ceux qui se mettent en travers de son chemin et apporte souvent à ses alliés l'impulsion nécessaire pour remporter la victoire."
"npc_dota_hero_drow_ranger_hype"	"Pas facile d'échapper à la Drow Ranger lorsqu'elle est dans les parages. Après avoir réduit au silence ses ennemis avec son formidable souffle de glace, elle les achève souvent d'un barrage de flèches de glace. Peu sont ceux qui en réchappent."
"npc_dota_hero_earth_spirit_hype"	"L'Earth Spirit maintient ses alliés en vie et ses ennemis dans la tourmente. S'adaptant à chaque scénario, il peut envoyer ses remnants pour affaiblir ses adversaires ou sauver un allié en difficulté des bras de la mort."
"npc_dota_hero_earthshaker_hype"	"Qu'il s'agisse de bloquer la retraite d'un ennemi, de diviser leurs forces ou de faire trembler le sol sous les pieds de ses adversaires, l'Earthshaker est toujours meilleur lorsqu'il frappe sans prévenir. Un formidable coup de son imposant totem attend tous ceux qui auraient survécu à son premier assaut."
"npc_dota_hero_elder_titan_hype"	"Jouant les éclaireurs accompagné de son astral spirit, l'Elder Titan peut frapper à tout moment. Stoppant ses adversaires d'un coup de sabot ravageur alors que sa seule présence fait trembler les plus solides défenses, il ira jusqu'à fendre la terre elle-même pour affaiblir ses ennemis."
"npc_dota_hero_ember_spirit_hype"	"Rapide et insaisissable, l'Ember Spirit frappe les ennemis proches en rafale, et les ligote avec des chaînes enflammées. Se précipitant au travers de champ de bataille pour atteindre un de ses remnants explosifs, il est presque impossible d'éviter sa capture et sa flamme."
"npc_dota_hero_enchantress_hype"	"Redoutable de près et mortelle de loin, l'Enchantress transperce ses ennemies d'attaques gagnant en puissance avec la distance parcourue. Qu'elle décide d'infliger de puissant ralentissements à ses ennemies ou d'envoûter les créatures de la forêt pour combattre à ses côtés, elle n'est jamais à court d'idées pour se débarrasser d'un adversaire."
"npc_dota_hero_enigma_hype"	"Redouté pour sa capacité ultime, Enigma peut provoquer un trou noir capable de piéger ses ennemis afin que ses coéquipiers les anéantissent. Entouré de ses fidèles eidolons, il crible ses ennemis d'attaques à distance."
"npc_dota_hero_faceless_void_hype"	"Le temps primordial pour Faceless Void. Il passe son temps à courir d'un endroit à un autre, à manipuler ses ennemis pour éviter leurs attaques, à surprendre ses ennemis dans de vastes espaces pour les détruire... Après avoir obtenu suffisamment de ressources, il peut devenir incroyablement puissant."
"npc_dota_hero_gyrocopter_hype"	"Avec son arsenal et sa puissance de feu, Gyrocopter débarque au cœur de la bataille. Abattant tous les ennemis proches avec les balles de son canon ou en les repoussant avec une pluie de roquettes, s'il parvient à atteindre sa puissance maximale, il démolira ses ennemis avec aisance."
"npc_dota_hero_huskar_hype"	"À mesure que sa santé baisse, la capacité d'Huskar à tuer ses ennemis augmente. Pouvant diviser sa vie et celle de son ennemi avec son ultimate, près de la mort il pourra lancer ses lances enflammées à la vitesse de l'éclair."
"npc_dota_hero_invoker_hype"	"Disposant d'un arsenal impressionnant de sorts, l'Invoker peut aisément s'adapter à n'importe quelle situation. Chacune des innombrables combinaisons de ses trois orbes lui confère un sort parmi les dix disponibles. Ceci signifie qu'il n'est jamais sans ressources, qu'il s'agisse de détruire, ou de fuir ses ennemis."
"npc_dota_hero_wisp_hype"	"Io a le talent de rendre ses alliés plus efficaces. Étant un puissant compagnon, il peut augmenter la vitesse de ses alliés et arrêter les ennemis. Pouvant se téléporter autour du champ de bataille avec un allié, Io peut rendre un allié dangereux encore plus redoutable."
"npc_dota_hero_jakiro_hype"	"Jakiro est son propre meilleur ami. Non contents de punir leurs ennemis par le feu, les jumeaux s'amusent également à les congeler sur place, pour mieux les rôtir ensuite. Avec d'un côté leurs opposants enflammés, les frères dragons infligent également de lourds dégâts aux structures ennemies à l'aide de leur feu liquide."
"npc_dota_hero_juggernaut_hype"	"Juggernaut est le spécialiste de la découpe de ses ennemis façon puzzle. Courant et virevoltant au cœur de la bataille, arrêter Juggernaut est aussi difficile que de survivre à ses attaques."
"npc_dota_hero_keeper_of_the_light_hype"	"Le Keeper of the Light trouve sa place dans n'importe quelle équipe. Capable de manipuler le mana de ses alliés comme celui de ses ennemis, il se charge de détruire les ennemis affaiblis d'une puissante vague lumineuse, puis revêt sa forme spectrale pour réunir ses alliés et diriger l'assaut final."
"npc_dota_hero_kunkka_hype"	"Kunkka arrive toujours à prédire les mouvements des ennemis. Pouvant attaquer avec des trombes d'eau ou un navire spectral lui et ses alliés n'auront aucun mal a nettoyer ce qu'il reste des ennemis."
"npc_dota_hero_legion_commander_hype"	"Défilant dans le champ de bataille, Legion Commander défie des ennemis isolés en combat singulier. Chaque duel remporté augmente le pouvoir de ses attaques, jusqu'à devenir une armée à elle seule."
"npc_dota_hero_leshrac_hype"	"Les puissants sortilèges de Leshrac brisent les espoirs de ses ennemis en même temps qu'ils annihilent leurs défenses. Capables de s'infiltrer au cœur du territoire ennemi grâce à de terribles explosions magiques, un placement et une synchronisation parfaite lorsqu'il fend le sol étourdira ses adversaires et permettra à ses alliés d'en finir rapidement."
"npc_dota_hero_lich_hype"	"Errant de batailles en batailles, sacrifiant les creeps pour alimenter ses pouvoirs, Lich est toujours prêt à accélérer la destruction de ses ennemis avec sa magie venue du froid. Que ses ennemis soient assez confiants pour se rassemblez, et sa capacité ultime rebondissante scellera leur sort."
"npc_dota_hero_life_stealer_hype"	"Si le Lifestealer parvient à s'approcher suffisamment prêt de sa proie, rien ne pourra la sauver. Se dissimulant dans un creep ou dans un héros allié, il jaillit de son hôte au moment opportun et profite de la surprise qu'il lit dans le regard de ses ennemis pour les tailler en pièces avec ses griffes."
"npc_dota_hero_lina_hype"	"Aussi létale que fragile, Lina se débarrasse en un souffle des adversaires assez naïfs pour se retrouver esseulés. Gagnant en vitesse d'attaque à mesure qu'elle lance ses sorts, elle plonge ses ennemis dans un enfer de flamme et de foudre, attestant que nul n'échappe à son courroux."
"npc_dota_hero_lion_hype"	"Il n'est pas facile de pouvoir répondre à une attaque de Lion. Assommant ses cibles avec une rangée de piques, ou les transformant temporairement en une créature inoffensive, même si ses sorts ne suffisent pas, lui et ses alliés devraient toujours avoir le temps nécessaire pour annihiler l'ennemi."
"npc_dota_hero_lone_druid_hype"	"Se battant aux côtés de son puissant Spirit Bear, Lone Druid démolit les forces et les structures ennemies. Pouvant passer d'une attaque à distance à une attaque au corps à corps grâce à sa transformation, s'il a assez de temps pour s'armer lui et ses alliés, il y a très peu  de chance de pouvoir l'arrêter."
"npc_dota_hero_luna_hype"	"Chevauchant au cœur de la bataille, Luna enfonce les lignes ennemies grâce à des attaques qui ricochent d'un adversaire à l'autre. Si des ennemis parviennent à la piéger, elle peut faire appel aux pouvoirs de la Lune, invoquant une pluie de faisceaux d'énergie lunaire capable des les anéantir jusqu'au dernier."
"npc_dota_hero_lycan_hype"	"Que cela soit sous sa forme humaine ou animale, Lycan dévaste ses ennemis à coups de griffes et de mâchoire. Invoquant des loups furtifs capables de traquer et d'attaquer les ennemis, sa transformation en loup lui donne la vitesse et la force nécessaire soit tuer ses ennemis, soit pour leur échapper."
"npc_dota_hero_magnataur_hype"	"Les ennemis assez naïfs pour se rassembler apprendront à craindre la corne de Magnus. Capable d'attirer  les ennemis à proximité en un point donné il peut à loisir les attaquer ou les livrer à ses alliés sur un plateau d'argent."
"npc_dota_hero_medusa_hype"	"Medusa ne laisse aucun répit à ses ennemis pour assurer son triomphe. Tout en maintenant un bouclier de mana pour contrer les assauts adverses, elle peut diviser ses tirs en de multiples flèches meurtrières, décimant les vagues ennemies. Une fois ses forces rassemblées, elle se transforme en une force capable de stopper n'importe quel adversaire."
"npc_dota_hero_meepo_hype"	"Pouvant faire apparaître jusqu'à cinq copies permanentes de lui-même, Meepo peut se battre sur tous les fronts à la fois. Répandant ses clones sur le champ de bataille, lorsqu'un ennemi est trouvé, il le capture et fait exploser ses clones près de lui, puis enterre ce qu'il reste du corps de son ennemi."
"npc_dota_hero_mirana_hype"	"Prenant ses distances pour décocher ses flèches mortelles, Mirana doit toujours se tenir prête pour bondir dans la bataille. Pouvant protéger ses alliés des yeux de ses ennemis, elle s'assure que son équipe est toujours en maraude."
"npc_dota_hero_morphling_hype"	"Capable de modifier ses atouts en fonction de la situation, Morphling peut être aussi insaisissable que mortel. Qu'il surfe sur une vague pour flanquer son ennemi, ou qu'il augmente sa santé avant de s'échapper grâce à une illusion, peu peuvent se targuer de l'avoir un jour capturé."
"npc_dota_hero_naga_siren_hype"	"Dirigeant son bataillon de clones à l'assaut de ses ennemis, Naga Siren piège et abat quiconque se présente entre elle et la victoire. Le son de sa voix-même entrave les ennemis proches, idéal pour tendre une embuscade ou se sortir d'une situation désespérée."
"npc_dota_hero_furion_hype"	"Qu'il se trouve au cœur de la bataille ou à l'écart récoltant les ressources nécessaires à sa prochaine attaque, le Nature's Prophet semble être partout à la fois. Capable de se téléporter à volonté et à n'importe quelle endroit, il invoque une armée d'arbres furieux pour se battre à ses côtés et surgit toujours là où l'ennemi l'attend le moins."
"npc_dota_hero_necrolyte_hype"	"Où qu'aille Necrophos, ses ennemis s'étiolent et ses alliés se renforcent. Capable de rendre de la santé à ses amis tout en blessant l'adversaire à chaque vague mortelle, il invoque la faucheuse lorsqu'il sent la fin de ses ennemis arriver, prolongeant ainsi le temps qu'ils passeront dans l'autre monde."
"npc_dota_hero_night_stalker_hype"	"Lorsque la nuit s'abat sur la plaine, la chasse du Night Stalker débute. Surgissant de l'obscurité, il piège sa proie avec un sort ralentissant avant de la broyer. Qu'un rayon de soleil menace de mettre fin au massacre et le Night Stalker dispersera un voile d'obscurité aux alentours, prolongeant sa frénésie meurtrière."
"npc_dota_hero_nyx_assassin_hype"	"Nyx Assassin part toujours à la chasse de cibles fragiles. Une fois invisible dans la forêt, et dès que sa proie arrive, il la frappe avec ses griffes mortelles et l'empale sur des piques étourdissants. Puis, dès qu'une contre-attaque de sa proie est déclenché, il se protège grâce à sa carapace."
"npc_dota_hero_ogre_magi_hype"	"Chacun de ses sorts ayant une chance de voir son effet démultiplié, que le destin viennent à sourire à l'Ogre Magi et ses ennemis brûleront tandis que ses alliés chanteront ses louanges. Évidemment, compter sur la chance peut parfois s'avérer dangereux..."
"npc_dota_hero_omniknight_hype"	"Gardien des lignes de front, Omniknight est toujours partant pour rejoindre ses alliés au combat. Qu'il soigne un allié avec un sort blessant aussi les ennemis proches, ou qu'il assomme un ennemi avec son énorme marteau, il protège toujours ses alliés des blessures."
"npc_dota_hero_oracle_hype"	"En combinant ses capacités complexes, Oracle contrôle le destin de ses alliés et de ses ennemis. Il peut protéger pendant de courts moments ses alliés, leur permettant de tuer un ennemi, ou peut inverser leur destin."
"npc_dota_hero_obsidian_destroyer_hype"	"S'accaparant les pensées de ceux qu'il emprisonne, l'Outworld Devourer transforme l'intelligence pure en une puissance dévastatrice. Affaiblissant l'ennemi d'un bombardement d'énergie brute, son coup ultime abat une à une leurs défenses mentales jusqu'à consumer tout le mana des rares survivants."
"npc_dota_hero_phantom_assassin_hype"	"Dès qu'elle trouve sa proie, Phantom Assassin la frappe. Se trouvant près de sa cible, elle évite ses attaques tout en la blessant. Sans prévenir, une de ses attaques pourrait devenir, tout d'un coup, fatale."
"npc_dota_hero_phantom_lancer_hype"	"Phantom Lancer dispose d'une armée de clones qu'il mène au combat afin de découper ses ennemis. Il peut, au besoin, utiliser des illusions pour s'échapper des mauvais pas."
"npc_dota_hero_phoenix_hype"	"Plongeant au plus profond de la bataille, Phoenix bombarde ses ennemis et soigne ses alliés de sa multitude de rayons incandescents. Au moment opportun, il peut prendre la forme d'un soleil ardent pour brûler les ennemis à proximité avant de les étourdir par une énorme explosion de laquelle il ressortira encore plus resplendissant."
"npc_dota_hero_puck_hype"	"Puck a un don pour tromper l'ennemi. Il peut se téléporter à loisir à son Orb tout en causant des dommages sur de courtes distances, réduire ses ennemis au silence ou même les attaquer avec des poudres magiques. Le temps de réagir, Puck est déjà loin."
"npc_dota_hero_pudge_hype"	"Chaque lancer de crochet est un cauchemar pour ses ennemis. S'il parvient à en attraper un, ce dernier viendra dire bonjour à ses hachoirs affûtés. Chaque victime viendra rendre Pudge encore plus fort jusqu’à en faire un adversaire invincible."
"npc_dota_hero_pugna_hype"	"Pugna peut parvenir à retourner la force de l'adversaire contre lui-même et percer les défenses les plus coriaces. Son Nether Ward et sa capacité à drainer la vie de ses adversaires sont redoutés de tous."
"npc_dota_hero_queenofpain_hype"	"Queen of Pain frappe sans prévenir, détruisant ses ennemis tout en poussant des cris assourdissants. Si un ennemi arrive à survivre à ses attaques, elle pourra le ralentir en lui lançant sa dague, avant de le tuer."
"npc_dota_hero_razor_hype"	"Au commande de tempêtes électriques, Razor charge sur le champ de bataille. Entouré de champs de plasma électrifiés, il a la capacité de créer un lien avec sa cible ennemie pour drainer son pouvoir et le retourner contre elle."
"npc_dota_hero_riki_hype"	"Riki se faufile dans le champ de bataille, caché des ennemis. Il choisit précisément son moment et surgit dans un nuage de fumées, poignardant ainsi ses ennemis avant même qu'ils n'aient pu l'apercevoir."
"npc_dota_hero_rubick_hype"	"Toujours à la recherche d'un pouvoir à subtiliser, Rubick est sans cesse à l'affût. Capturant ses ennemis dans un champ télékinétique, il n'a aucune peine à semer le chaos partout où il  passe."
"npc_dota_hero_sand_king_hype"	"Peu arrivent à survivre aux embuscades de Sand King. Démolissant ce qui se trouve sur son passage grâce à répliques telluriques mortelles provenant de son ultimate, il évite les attaques ennemies en se dissimulant dans une tempête de sable puis étourdit ses ennemis en les frappant par derrière."
"npc_dota_hero_shadow_demon_hype"	"Répandant ses nuages de poison démoniaques pour endommager les ennemis ou éclairer le champ de bataille, Shadow Demon n'attire pas la sympathie. Il peut même isoler un ennemi dans un univers parallèle pendant quelques secondes, le temps que ses alliés se rassemblent et scellent son sort avec l'aide des illusions de la malheureuse victime."
"npc_dota_hero_nevermore_hype"	"Capturant les âmes de ses victimes, Shadow Fiend engrange constamment de la puissance. Chaque assaut, chaque ennemi tué le rapproche de son objectif : transformer les âmes récupérées en une explosion mortelle."
"npc_dota_hero_shadow_shaman_hype"	"Shadow Shaman fait le ménage sur la route, permettant à son équipe d'arriver à la base ennemie. Il anéantit ses ennemis grâce à ses sorts et ses malédictions. Ses serpent wards lui permet de détruire les défenses ennemies facilement."
"npc_dota_hero_silencer_hype"	"Silencer à la capacité de changer le court des combats en imposant le silence à ses ennemis. Capable de voler l'intelligence des adversaire, il les maintient constamment en état d'infériorité tout en les découpant de ses glaives vengeurs tournoyants."
