"hero_chat_wheel"
{
"dota_chatwheel_message_antimage_laugh"	"哈哈哈哈哈哈哈哈哈哈哈哈！"
"dota_chatwheel_message_puck_2"	"这是什么，某种比赛吗？"
"[english]dota_chatwheel_message_puck_2"	"What is this, a game of some sort?"
"dota_chatwheel_label_puck_2"	"这是什么，某种比赛吗？"
"[english]dota_chatwheel_label_puck_2"	"What is this, a game of some sort?"
"dota_chatwheel_message_puck_3"	"我们这个时代最大的悲剧。"
"[english]dota_chatwheel_message_puck_3"	"The greatest tragedy of our eon."
"dota_chatwheel_label_puck_3"	"我们这个时代最大的悲剧。"
"[english]dota_chatwheel_label_puck_3"	"The greatest tragedy of our eon."
"dota_chatwheel_message_puck_4"	"简直太美妙了！"
"[english]dota_chatwheel_message_puck_4"	"Was that smart?"
"dota_chatwheel_label_puck_4"	"简直太美妙了！"
"[english]dota_chatwheel_label_puck_4"	"Was that smart?"
"dota_chatwheel_message_puck_5"	"这个感觉很陌生。这就是快乐吗？"
"[english]dota_chatwheel_message_puck_5"	"I am unfamiliar with this feeling. Is it joy?"
"dota_chatwheel_label_puck_5"	"这个感觉很陌生……"
"[english]dota_chatwheel_label_puck_5"	"I am unfamiliar with this feeling..."
"dota_chatwheel_message_pudge_laugh"	"呵呵呵呵哈哈哈。"
"[english]dota_chatwheel_message_pudge_laugh"	"Hm hm hm hm ha ha ha."
"dota_chatwheel_label_pudge_laugh"	"[大笑]"
"[english]dota_chatwheel_label_pudge_laugh"	"[Laugh]"
"dota_chatwheel_message_pudge_thank"	"多亏了你。"
"[english]dota_chatwheel_message_pudge_thank"	"That's a bit of all right."
"dota_chatwheel_label_pudge_thank"	"多亏了你。"
"[english]dota_chatwheel_label_pudge_thank"	"That's a bit of all right."
"dota_chatwheel_message_pudge_deny"	"抱歉。是我弄的吗？"
"[english]dota_chatwheel_message_pudge_deny"	"Oops. Was that me?"
"dota_chatwheel_label_pudge_deny"	"抱歉。是我弄的吗？"
"[english]dota_chatwheel_label_pudge_deny"	"Oops. Was that me?"
"dota_chatwheel_message_pudge_1"	"开始屠杀！"
"[english]dota_chatwheel_message_pudge_1"	"Time for a little butchery!"
"dota_chatwheel_label_pudge_1"	"开始屠杀！"
"[english]dota_chatwheel_label_pudge_1"	"Time for a little butchery!"
"dota_chatwheel_message_pudge_2"	"新鲜的肝脏是我的新欢。"
"[english]dota_chatwheel_message_pudge_2"	"Nothing better than a nice raw liver."
"dota_chatwheel_label_pudge_2"	"新鲜的肝脏是我的新欢。"
"[english]dota_chatwheel_label_pudge_2"	"Nothing better than a nice raw liver."
"dota_chatwheel_message_pudge_3"	"随便吧。"
"[english]dota_chatwheel_message_pudge_3"	"Whateva."
"dota_chatwheel_label_pudge_3"	"随便吧。"
"[english]dota_chatwheel_label_pudge_3"	"Whateva."
"dota_chatwheel_message_pudge_4"	"美味……"
"[english]dota_chatwheel_message_pudge_4"	"Delicious..."
"dota_chatwheel_label_pudge_4"	"美味……"
"[english]dota_chatwheel_label_pudge_4"	"Delicious..."
"dota_chatwheel_message_pudge_5"	"肚子里再塞个苹果就能当火鸡了！"
"[english]dota_chatwheel_message_pudge_5"	"You'll look good with an apple in yer mouth!"
"dota_chatwheel_label_pudge_5"	"肚子里再塞个苹果……"
"[english]dota_chatwheel_label_pudge_5"	"You'll look good with..."
"dota_chatwheel_message_razor_laugh"	"啊哈哈哈哈哈哈哈哈。"
"[english]dota_chatwheel_message_razor_laugh"	"Ah ha ha ha ha ha ha ha ha."
"dota_chatwheel_label_razor_laugh"	"[大笑]"
"[english]dota_chatwheel_label_razor_laugh"	"[Laugh]"
"dota_chatwheel_message_razor_thank"	"我感觉咱俩能连连看！"
"[english]dota_chatwheel_message_razor_thank"	"I sense a connection between us!"
"dota_chatwheel_label_razor_thank"	"我感觉咱俩能连连看！"
"[english]dota_chatwheel_label_razor_thank"	"I sense a connection between us!"
"dota_chatwheel_message_razor_deny"	"你可以走，而且你应该走。"
"[english]dota_chatwheel_message_razor_deny"	"You can run. You should run."
"dota_chatwheel_label_razor_deny"	"你可以走，而且你应该走。"
"[english]dota_chatwheel_label_razor_deny"	"You can run. You should run."
"dota_chatwheel_message_razor_1"	"你死了。死了。"
"[english]dota_chatwheel_message_razor_1"	"You are dead. Dead."
"dota_chatwheel_label_razor_1"	"你死了。死了。"
"[english]dota_chatwheel_label_razor_1"	"You are dead. Dead."
"dota_chatwheel_message_razor_2"	"你的骨灰会像雨点一样飘落。"
"[english]dota_chatwheel_message_razor_2"	"Your ashes will fall like rain."
"dota_chatwheel_label_razor_2"	"你的骨灰会像雨点一样飘落。"
"[english]dota_chatwheel_label_razor_2"	"Your ashes will fall like rain."
"dota_chatwheel_message_razor_3"	"死亡闪电。"
"[english]dota_chatwheel_message_razor_3"	"Shocking."
"dota_chatwheel_label_razor_3"	"死亡闪电。"
"[english]dota_chatwheel_label_razor_3"	"Shocking."
"dota_chatwheel_message_razor_4"	"这将是你永远的痛。"
"[english]dota_chatwheel_message_razor_4"	"This will only hurt forever."
"dota_chatwheel_label_razor_4"	"这将是你永远的痛。"
"[english]dota_chatwheel_label_razor_4"	"This will only hurt forever."
"dota_chatwheel_message_razor_5"	"你必死无疑！"
"[english]dota_chatwheel_message_razor_5"	"Zapped your ass!"
"dota_chatwheel_label_razor_5"	"你必死无疑！"
"[english]dota_chatwheel_label_razor_5"	"Zapped your ass!"
"dota_chatwheel_message_sand_king_laugh"	"哈哈哈哈哈哈哈！"
"[english]dota_chatwheel_message_sand_king_laugh"	"Ha ha ha ha ha ha ha!"
"dota_chatwheel_label_sand_king_laugh"	"[大笑]"
"[english]dota_chatwheel_label_sand_king_laugh"	"[Laugh]"
"dota_chatwheel_message_sand_king_thank"	"你干得很好。"
"[english]dota_chatwheel_message_sand_king_thank"	"You have done a great service."
"dota_chatwheel_label_sand_king_thank"	"你干得很好。"
"[english]dota_chatwheel_label_sand_king_thank"	"You have done a great service."
"dota_chatwheel_message_sand_king_deny"	"刺得疼么？"
"[english]dota_chatwheel_message_sand_king_deny"	"Stings, don't it?"
"dota_chatwheel_label_sand_king_deny"	"刺得疼么？"
"[english]dota_chatwheel_label_sand_king_deny"	"Stings, don't it?"
"dota_chatwheel_message_sand_king_1"	"快向你的国王鞠躬。"
"[english]dota_chatwheel_message_sand_king_1"	"Bow to your liege."
"dota_chatwheel_label_sand_king_1"	"快向你的国王鞠躬。"
"[english]dota_chatwheel_label_sand_king_1"	"Bow to your liege."
"dota_chatwheel_message_sand_king_2"	"胜利来之不易！"
"[english]dota_chatwheel_message_sand_king_2"	"A Sandy V-V-Victory!"
"dota_chatwheel_label_sand_king_2"	"胜利来之不易！"
"[english]dota_chatwheel_label_sand_king_2"	"A Sandy V-V-Victory!"
"dota_chatwheel_message_sand_king_3"	"哪里逃？"
"[english]dota_chatwheel_message_sand_king_3"	"Where do you think you're going?"
"dota_chatwheel_label_sand_king_3"	"哪里逃？"
"[english]dota_chatwheel_label_sand_king_3"	"Where do you think you're going?"
"dota_chatwheel_message_sand_king_4"	"你在等沙皇……的恩惠吗？"
"[english]dota_chatwheel_message_sand_king_4"	"You were expecting...Sandy Claws?"
"dota_chatwheel_label_sand_king_4"	"你在等沙皇……的恩惠吗？"
"[english]dota_chatwheel_label_sand_king_4"	"You were expecting Sandy Claws?"
"dota_chatwheel_message_sand_king_5"	"当国王的感觉真好！"
"[english]dota_chatwheel_message_sand_king_5"	"It's good to be King!"
"dota_chatwheel_label_sand_king_5"	"当国王的感觉真好。"
"[english]dota_chatwheel_label_sand_king_5"	"It's good to be King"
"dota_chatwheel_message_storm_spirit_laugh"	"呵呵呵呵呵呵哈哈！"
"[english]dota_chatwheel_message_storm_spirit_laugh"	"Hm hm hm hm hee hee hee ha ha."
"dota_chatwheel_label_storm_spirit_laugh"	"[大笑]"
"[english]dota_chatwheel_label_storm_spirit_laugh"	"[Laugh]"
"dota_chatwheel_message_storm_spirit_thank"	"这才是风暴之灵！"
"[english]dota_chatwheel_message_storm_spirit_thank"	"That's the spirit!"
"dota_chatwheel_label_storm_spirit_thank"	"这才是风暴之灵！"
"[english]dota_chatwheel_label_storm_spirit_thank"	"That's the spirit!"
"dota_chatwheel_message_storm_spirit_deny"	"你玩儿砸啦！"
"[english]dota_chatwheel_message_storm_spirit_deny"	"You blew it!"
"dota_chatwheel_label_storm_spirit_deny"	"你玩儿砸啦！"
"[english]dota_chatwheel_label_storm_spirit_deny"	"You blew it!"
"dota_chatwheel_message_storm_spirit_1"	"我就喜欢这个！"
"[english]dota_chatwheel_message_storm_spirit_1"	"I love this part!"
"dota_chatwheel_label_storm_spirit_1"	"我就喜欢这个！"
"[english]dota_chatwheel_label_storm_spirit_1"	"I love this part!"
"dota_chatwheel_message_storm_spirit_2"	"在找我？"
"[english]dota_chatwheel_message_storm_spirit_2"	"Lookin for me?"
"dota_chatwheel_label_storm_spirit_2"	"在找我？"
"[english]dota_chatwheel_label_storm_spirit_2"	"Lookin for me?"
"dota_chatwheel_message_storm_spirit_3"	"都告诉你了风暴要来！"
"[english]dota_chatwheel_message_storm_spirit_3"	"Told you a storm was coming!"
"dota_chatwheel_label_storm_spirit_3"	"都告诉你了风暴要来！"
"[english]dota_chatwheel_label_storm_spirit_3"	"Told you a storm was coming!"
"dota_chatwheel_message_storm_spirit_4"	"看上去不错！"
"[english]dota_chatwheel_message_storm_spirit_4"	"Looking good!"
"dota_chatwheel_label_storm_spirit_4"	"看上去不错！"
"[english]dota_chatwheel_label_storm_spirit_4"	"Looking good!"
"dota_chatwheel_message_storm_spirit_5"	"干得漂亮！"
"[english]dota_chatwheel_message_storm_spirit_5"	"Glorious!"
"dota_chatwheel_label_storm_spirit_5"	"干得漂亮！"
"[english]dota_chatwheel_label_storm_spirit_5"	"Glorious!"
"dota_chatwheel_message_sven_laugh"	"啊哈哈哈！哈哈哈哈！"
"[english]dota_chatwheel_message_sven_laugh"	"Ahh ha ha ha! Ha ha ha ha!"
"dota_chatwheel_label_sven_laugh"	"[大笑]"
"[english]dota_chatwheel_label_sven_laugh"	"[Laugh]"
"dota_chatwheel_message_sven_thank"	"你是我真正的伙伴。"
"[english]dota_chatwheel_message_sven_thank"	"You are a true friend."
"dota_chatwheel_label_sven_thank"	"你是我真正的伙伴。"
"[english]dota_chatwheel_label_sven_thank"	"You are a true friend."
"dota_chatwheel_message_sven_deny"	"头晕眼花了吧。"
"[english]dota_chatwheel_message_sven_deny"	"You look stunned."
"dota_chatwheel_label_sven_deny"	"头晕眼花了吧。"
"[english]dota_chatwheel_label_sven_deny"	"You look stunned."
"dota_chatwheel_message_sven_1"	"流浪剑客，又杀一个。"
"[english]dota_chatwheel_message_sven_1"	"Rogue Knight claims another."
"dota_chatwheel_label_sven_1"	"流浪剑客，又杀一个。"
"[english]dota_chatwheel_label_sven_1"	"Rogue Knight claims another."
"dota_chatwheel_message_sven_2"	"你命该如此。"
"[english]dota_chatwheel_message_sven_2"	"You deserved it."
"dota_chatwheel_label_sven_2"	"你命该如此。"
"[english]dota_chatwheel_label_sven_2"	"You deserved it."
"dota_chatwheel_message_sven_3"	"荣耀……让我如此高傲。"
"[english]dota_chatwheel_message_sven_3"	"My honor compels me...to gloat."
"dota_chatwheel_label_sven_3"	"荣耀……让我如此高傲。"
"[english]dota_chatwheel_label_sven_3"	"My honor compels me...to gloat."
"dota_chatwheel_message_sven_4"	"意料之中，哈哈哈。"
"[english]dota_chatwheel_message_sven_4"	"An expected outcome."
"dota_chatwheel_label_sven_4"	"意料之中，哈哈哈。"
"[english]dota_chatwheel_label_sven_4"	"An expected outcome."
"dota_chatwheel_message_sven_5"	"嗯……这次有什么教训呢。"
"[english]dota_chatwheel_message_sven_5"	"Hm...now what do we learn from this."
"dota_chatwheel_label_sven_5"	"嗯……这次有什么教训呢。"
"[english]dota_chatwheel_label_sven_5"	"Hm...now what do we learn from this."
"dota_chatwheel_message_tiny_laugh"	"哈哈哈哈哈哈哈。"
"[english]dota_chatwheel_message_tiny_laugh"	"Hehehehehuhhehehe."
"dota_chatwheel_label_tiny_laugh"	"大笑"
"[english]dota_chatwheel_label_tiny_laugh"	"Laugh"
"dota_chatwheel_message_tiny_thank"	"你准备好挨揍了吗？"
"[english]dota_chatwheel_message_tiny_thank"	"Are you ready to rubble?"
"dota_chatwheel_label_tiny_thank"	"你准备好挨揍了吗？"
"[english]dota_chatwheel_label_tiny_thank"	"Are you ready to rubble?"
"dota_chatwheel_message_tiny_deny"	"好吧，看着。"
"[english]dota_chatwheel_message_tiny_deny"	"Well, look at that."
"dota_chatwheel_label_tiny_deny"	"好吧，看着。"
"[english]dota_chatwheel_label_tiny_deny"	"Well, look at that."
"dota_chatwheel_message_tiny_1"	"揍他们！"
"[english]dota_chatwheel_message_tiny_1"	"Rock em, sock em!"
"dota_chatwheel_label_tiny_1"	"揍他们！"
"[english]dota_chatwheel_label_tiny_1"	"Rock em, sock em!"
"dota_chatwheel_message_tiny_2"	"你脑子里进石头了吧。"
"[english]dota_chatwheel_message_tiny_2"	"You got rocks in your head."
"dota_chatwheel_label_tiny_2"	"你脑子里进石头了吧。"
"[english]dota_chatwheel_label_tiny_2"	"You got rocks in your head."
"dota_chatwheel_message_tiny_3"	"真抱歉。"
"[english]dota_chatwheel_message_tiny_3"	"My apologies."
"dota_chatwheel_label_tiny_3"	"真抱歉。"
"[english]dota_chatwheel_label_tiny_3"	"My apologies."
"dota_chatwheel_message_tiny_4"	"你还没准备好石头呢。"
"[english]dota_chatwheel_message_tiny_4"	"You haven't got the stones."
"dota_chatwheel_label_tiny_4"	"你还没准备好石头呢。"
"[english]dota_chatwheel_label_tiny_4"	"You haven't got the stones."
"dota_chatwheel_message_tiny_5"	"感觉真好。"
"[english]dota_chatwheel_message_tiny_5"	"It's hard to be this good."
"dota_chatwheel_label_tiny_5"	"感觉真好。"
"[english]dota_chatwheel_label_tiny_5"	"It's hard to be this good."
"dota_chatwheel_message_vengefulspirit_laugh"	"呵哈哈哈哈哈哈！"
"[english]dota_chatwheel_message_vengefulspirit_laugh"	"Hm ha ha ha ha ha ha!"
"dota_chatwheel_label_vengefulspirit_laugh"	"[大笑]"
"[english]dota_chatwheel_label_vengefulspirit_laugh"	"[Laugh]"
"dota_chatwheel_message_vengefulspirit_thank"	"太好了……"
"[english]dota_chatwheel_message_vengefulspirit_thank"	"So sweet..."
"dota_chatwheel_label_vengefulspirit_thank"	"太好了……"
"[english]dota_chatwheel_label_vengefulspirit_thank"	"So sweet..."
"dota_chatwheel_message_vengefulspirit_deny"	"什么……？"
"[english]dota_chatwheel_message_vengefulspirit_deny"	"What...?"
"dota_chatwheel_label_vengefulspirit_deny"	"什么……？"
"[english]dota_chatwheel_label_vengefulspirit_deny"	"What...?"
"dota_chatwheel_message_vengefulspirit_1"	"我感觉好多了。"
"[english]dota_chatwheel_message_vengefulspirit_1"	"I feel better already."
"dota_chatwheel_label_vengefulspirit_1"	"我感觉好多了。"
"[english]dota_chatwheel_label_vengefulspirit_1"	"I feel better already."
"dota_chatwheel_message_vengefulspirit_2"	"移形换位！"
"[english]dota_chatwheel_message_vengefulspirit_2"	"Swapsies!"
"dota_chatwheel_label_vengefulspirit_2"	"移形换位！"
"[english]dota_chatwheel_label_vengefulspirit_2"	"Swapsies!"
"dota_chatwheel_message_vengefulspirit_3"	"唔哈哈哈哈哈哈哈！"
"[english]dota_chatwheel_message_vengefulspirit_3"	"Mwahahhahahahahahaha!"
"dota_chatwheel_label_vengefulspirit_3"	"唔哈哈哈哈哈哈哈！"
"[english]dota_chatwheel_label_vengefulspirit_3"	"Mwahahhahahahahahaha!"
"dota_chatwheel_message_vengefulspirit_4"	"恐怖波动准备：砰！"
"[english]dota_chatwheel_message_vengefulspirit_4"	"Prepare for the wave of terror: boo!"
"dota_chatwheel_label_vengefulspirit_4"	"恐怖波动准备：砰！"
"[english]dota_chatwheel_label_vengefulspirit_4"	"Prepare for the wave of terror: boo!"
"dota_chatwheel_message_vengefulspirit_5"	"敌人的痛苦，是我唯一的乐趣。"
"[english]dota_chatwheel_message_vengefulspirit_5"	"The pain of my enemies is the only pleasure left to me."
"dota_chatwheel_label_vengefulspirit_5"	"敌人的痛苦……"
"[english]dota_chatwheel_label_vengefulspirit_5"	"The pain of my enemies..."
"dota_chatwheel_message_windrunner_laugh"	"哈哈哈哈哈！"
"[english]dota_chatwheel_message_windrunner_laugh"	"Hah-ha-ha-ha-ha!"
"dota_chatwheel_label_windrunner_laugh"	"[大笑]"
"[english]dota_chatwheel_label_windrunner_laugh"	"[Laugh]"
"dota_chatwheel_message_windrunner_thank"	"易如反掌。"
"[english]dota_chatwheel_message_windrunner_thank"	"Easy breezy"
"dota_chatwheel_label_windrunner_thank"	"易如反掌。"
"[english]dota_chatwheel_label_windrunner_thank"	"Easy breezy"
"dota_chatwheel_message_windrunner_deny"	"我不这么认为。"
"[english]dota_chatwheel_message_windrunner_deny"	"I don't think so."
"dota_chatwheel_label_windrunner_deny"	"我不这么认为。"
"[english]dota_chatwheel_label_windrunner_deny"	"I don't think so."
"dota_chatwheel_message_windrunner_1"	"还能死得更透。哦，等一下，我看不能了。"
"[english]dota_chatwheel_message_windrunner_1"	"Could be worse. Oh, wait, no it couldn't."
"dota_chatwheel_label_windrunner_1"	"还能死得更透……"
"[english]dota_chatwheel_label_windrunner_1"	"Could be worse..."
"dota_chatwheel_message_windrunner_2"	"哪儿也去不了。"
"[english]dota_chatwheel_message_windrunner_2"	"You're not going anywhere."
"dota_chatwheel_label_windrunner_2"	"哪儿也去不了。"
"[english]dota_chatwheel_label_windrunner_2"	"You're not going anywhere."
"dota_chatwheel_message_windrunner_3"	"如果不是你死了，我会再射你这该死的一箭。"
"[english]dota_chatwheel_message_windrunner_3"	"If you weren't so damned dead, I'd shoot you again."
"dota_chatwheel_label_windrunner_3"	"如果不是你死了……"
"[english]dota_chatwheel_label_windrunner_3"	"If you weren't so damned dead..."
"dota_chatwheel_message_windrunner_4"	"告诉我，这不是真的。"
"[english]dota_chatwheel_message_windrunner_4"	"Tell me this did not just happen."
"dota_chatwheel_label_windrunner_4"	"告诉我，这不是真的。"
"[english]dota_chatwheel_label_windrunner_4"	"Tell me this did not just happen."
"dota_chatwheel_message_windrunner_5"	"送你一个箭吻。"
"[english]dota_chatwheel_message_windrunner_5"	"I blow you a kiss."
"dota_chatwheel_label_windrunner_5"	"送你一个箭吻。"
